ID,ADDITIONAL_DESCRIPTION
40942,"<table class=""description-table""> <tbody> <tr> <th>Description</th> <td>F872 D/R RED, 18 RATIO, QUILL INPUT, BASE MOUNT</td> </tr> <tr> <th>Ratio</th> <td>18</td> </tr> <tr> <th>Input HP</th> <td>5</td> </tr> <tr> <th>Output Torque (LB-IN)</th> <td>3096</td> </tr> <tr> <th>Output RPM @1750</th> <td>97</td> </tr> <tr> <th>Bore Code</th> <td>B9</td> </tr> <tr> <th>Reduction</th> <td>Double</td> </tr> <tr> <th>Style</th> <td>Base Mounted</td> </tr> <tr> <th>Input Style</th> <td>Quill</td> </tr> <tr> <th>NEMA Mounting</th> <td>180TC/210C</td> </tr> <tr> <th>Overhung Load</th> <td>1275</td> </tr> <tr> <th>Oil Capacity</th> <td>2.6</td> </tr> <tr> <th>Weight</th> <td>99</td> </tr> </tbody> </table> "
44728,"<table class=""description-table""> <tbody> <tr> <th>Description</th> <td>QC738 S/R RED. 40:1 RATIO, NO BASE, &#39;G&#39; ASSY</td> </tr> <tr> <th>Reduction</th> <td>SINGLE</td> </tr> <tr> <th>Output Shaft</th> <td>PROJECTING O/P</td> </tr> <tr> <th>Base</th> <td>NO BASE</td> </tr> <tr> <th>Input Style</th> <td>COUPLED</td> </tr> <tr> <th>Fan Cooled Rating?</th> <td>NO</td> </tr> <tr> <th>Output RPM @1750</th> <td>43.8</td> </tr> <tr> <th>Ratio</th> <td>40</td> </tr> <tr> <th>Shaft Assembly Code</th> <td>G</td> </tr> <tr> <th>Torque Cap (LB-IN)</th> <td>3410</td> </tr> <tr> <th>Bore Code</th> <td>B9 - 180TC/210C</td> </tr> <tr> <th>Motor HP (Class I)</th> <td>3</td> </tr> <tr> <th>Flange</th> <td>Yes</td> </tr> </tbody> </table> "
44729,"<table class=""description-table""> <tbody> <tr> <th>Description</th> <td>HQC738 S/R RED. 40:1 RATIO, NO BASE, &#39;H&#39; ASSY</td> </tr> <tr> <th>Reduction</th> <td>SINGLE</td> </tr> <tr> <th>Output Shaft</th> <td>HOLLOW O/P</td> </tr> <tr> <th>Base</th> <td>NO BASE</td> </tr> <tr> <th>Input Style</th> <td>COUPLED</td> </tr> <tr> <th>Fan Cooled Rating?</th> <td>NO</td> </tr> <tr> <th>Output RPM @1750</th> <td>43.8</td> </tr> <tr> <th>Ratio</th> <td>40</td> </tr> <tr> <th>Shaft Assembly Code</th> <td>H</td> </tr> <tr> <th>Torque Cap (LB-IN)</th> <td>3410</td> </tr> <tr> <th>Bore Code</th> <td>B9 - 180TC/210C</td> </tr> <tr> <th>Motor HP (Class I)</th> <td>3</td> </tr> <tr> <th>Flange</th> <td>Yes</td> </tr> <tr> <th>Bore Size (IN)</th> <td>1-3/8</td> </tr> </tbody> </table> "
44472,"<table class=""description-table""> <tbody> <tr> <th>Description</th> <td>F730 S/R RED. 15:1 RATIO, NO BASE, &#39;G&#39; ASSY</td> </tr> <tr> <th>Reduction</th> <td>SINGLE</td> </tr> <tr> <th>Output Shaft</th> <td>SOLID O/P</td> </tr> <tr> <th>Base</th> <td>NO BASE</td> </tr> <tr> <th>Input Style</th> <td>QUILL</td> </tr> <tr> <th>Fan Cooled Rating?</th> <td>NO</td> </tr> <tr> <th>Output RPM @1750</th> <td>116.7</td> </tr> <tr> <th>Ratio</th> <td>15</td> </tr> <tr> <th>Shaft Assembly Code</th> <td>G</td> </tr> <tr> <th>Torque Cap (LB-IN)</th> <td>1428</td> </tr> <tr> <th>Bore Code</th> <td>B9 - 180TC</td> </tr> <tr> <th>Motor HP (Class I)</th> <td>3</td> </tr> <tr> <th>Flange</th> <td>Yes</td> </tr> </tbody> </table> "
44984,"<table class=""description-table""> <tbody> <tr> <th>Description</th> <td>F862 D/R RED, 10 RATIO, QUILL INPUT, BASE MOUNT</td> </tr> <tr> <th>Ratio</th> <td>10</td> </tr> <tr> <th>Input HP</th> <td>5</td> </tr> <tr> <th>Output Torque (LB-IN)</th> <td>1700</td> </tr> <tr> <th>Output RPM @1750</th> <td>175</td> </tr> <tr> <th>Bore Code</th> <td>B9</td> </tr> <tr> <th>Reduction</th> <td>Double</td> </tr> <tr> <th>Style</th> <td>Base Mounted</td> </tr> <tr> <th>Input Style</th> <td>Quill</td> </tr> <tr> <th>NEMA Mounting</th> <td>180TC/210C</td> </tr> <tr> <th>Overhung Load</th> <td>945</td> </tr> <tr> <th>Oil Capacity</th> <td>1.3</td> </tr> <tr> <th>Weight</th> <td>63</td> </tr> </tbody> </table> "
32792,"<table class=""description-table""> <tbody> <tr> <th>Description</th> <td>F862 D/R RED, 25 RATIO, QUILL INPUT, BASE MOUNT</td> </tr> <tr> <th>Ratio</th> <td>25</td> </tr> <tr> <th>Input HP</th> <td>2</td> </tr> <tr> <th>Output Torque (LB-IN)</th> <td>1745</td> </tr> <tr> <th>Output RPM @1750</th> <td>70</td> </tr> <tr> <th>Bore Code</th> <td>B7</td> </tr> <tr> <th>Reduction</th> <td>Double</td> </tr> <tr> <th>Style</th> <td>Base Mounted</td> </tr> <tr> <th>Input Style</th> <td>Quill</td> </tr> <tr> <th>NEMA Mounting</th> <td>140TC/180C</td> </tr> <tr> <th>Overhung Load</th> <td>1360</td> </tr> <tr> <th>Oil Capacity</th> <td>1.3</td> </tr> <tr> <th>Weight</th> <td>48</td> </tr> </tbody> </table> "
32794,"<table class=""description-table""> <tbody> <tr> <th>Description</th> <td>F862 D/R RED, 25 RATIO, QUILL INPUT, BASE MOUNT</td> </tr> <tr> <th>Ratio</th> <td>25</td> </tr> <tr> <th>Input HP</th> <td>3</td> </tr> <tr> <th>Output Torque (LB-IN)</th> <td>2618</td> </tr> <tr> <th>Output RPM @1750</th> <td>70</td> </tr> <tr> <th>Bore Code</th> <td>B9</td> </tr> <tr> <th>Reduction</th> <td>Double</td> </tr> <tr> <th>Style</th> <td>Base Mounted</td> </tr> <tr> <th>Input Style</th> <td>Quill</td> </tr> <tr> <th>NEMA Mounting</th> <td>180TC/210C</td> </tr> <tr> <th>Overhung Load</th> <td>1360</td> </tr> <tr> <th>Oil Capacity</th> <td>1.3</td> </tr> <tr> <th>Weight</th> <td>63</td> </tr> </tbody> </table> "
31059,"<table class=""description-table""> <tbody> <tr> <th>Description</th> <td>F862 D/R RED, 10 RATIO, QUILL INPUT, O/P FLANGE MOUNT</td> </tr> <tr> <th>Ratio</th> <td>10</td> </tr> <tr> <th>Input HP</th> <td>5</td> </tr> <tr> <th>Output Torque (LB-IN)</th> <td>1700</td> </tr> <tr> <th>Output RPM @1750</th> <td>175</td> </tr> <tr> <th>Bore Code</th> <td>B9</td> </tr> <tr> <th>Reduction</th> <td>Double</td> </tr> <tr> <th>Style</th> <td>Output Flange Mounted</td> </tr> <tr> <th>Input Style</th> <td>Quill</td> </tr> <tr> <th>NEMA Mounting</th> <td>180TC/210C</td> </tr> <tr> <th>Overhung Load</th> <td>945</td> </tr> <tr> <th>Oil Capacity</th> <td>1.3</td> </tr> <tr> <th>Weight</th> <td>66</td> </tr> </tbody> </table> "
31088,"<table class=""description-table""> <tbody> <tr> <th>Description</th> <td>F862 D/R RED, 40 RATIO, QUILL INPUT, O/P FLANGE MOUNT</td> </tr> <tr> <th>Ratio</th> <td>40</td> </tr> <tr> <th>Input HP</th> <td>2</td> </tr> <tr> <th>Output Torque (LB-IN)</th> <td>2678</td> </tr> <tr> <th>Output RPM @1750</th> <td>43</td> </tr> <tr> <th>Bore Code</th> <td>B7</td> </tr> <tr> <th>Reduction</th> <td>Double</td> </tr> <tr> <th>Style</th> <td>Output Flange Mounted</td> </tr> <tr> <th>Input Style</th> <td>Quill</td> </tr> <tr> <th>NEMA Mounting</th> <td>140TC/180C</td> </tr> <tr> <th>Overhung Load</th> <td>1360</td> </tr> <tr> <th>Oil Capacity</th> <td>1.3</td> </tr> <tr> <th>Weight</th> <td>50</td> </tr> </tbody> </table> "
45372,"<p>Boston Gear 800 Series contains a focused selection of compact, heavy duty helical gear drives that offer long-life performance and simplified maintenance. A broad range of reduction ratios suit an even broader range of specifications, while a variety of input shaft configurations maximize flexibility. In addition, the number of products that complement this series of gear drives make it an ideal choice for today industrial distributor. The 800 Series provides a functional interchange for SEW Eurodrive and other European manufacturers helical gear drives,making it uniquely practical for replacement applications.</p><table class=""description-table""><tr><th>Pre-Lubricated</th><th>Yes</th></tr><tr><th>Ratio</th><th>2.9:1</th></tr><tr><th>Max Input HP</th><th>5.18</th></tr><tr><th>Fan Cooled</th><th>No</th></tr><tr><th>Unit Of Measure Show</th><th>English</th></tr><tr><th>Output RPM @1750</th><th>605.0</th></tr><tr><th>Output Shaft Style</th><th>Solid Projecting</th></tr><tr><th>Product Family</th><th>800B In-Line</th></tr><tr><th>Exact Gear Ratio</th><th>2.945</th></tr><tr><th>Product Description</th><th>832 D/R RED, 2.9 Ratio, Base Mount</th></tr><tr><th>Rated Efficiency</th><th>96%</th></tr><tr><th>Base</th><th>Base Mounted</th></tr><tr><th>Max Output Torque Cap</th><th>533</th></tr><tr><th>Input Frame Size</th><th>None</th></tr><tr><th>Input Style</th><th>Projecting Input Shaft</th></tr><tr><th>Reduction Stages</th><th>Double</th></tr><tr><th>Weight</th><th>19</th></tr><tr><th>Motor HP</th><th>5</th></tr><tr><th>Recommended Lubrication</th><th>Klubersynth UH1 6-460</th></tr><tr><th>Family Id</th><th>30,077</th></tr><tr><th>AGMA Service Class</th><th>I</th></tr><tr><th>Output Shaft O.D./Bore Size</th><th>0.75</th></tr></table>"
45472,"<p>Boston Gear 800 Series contains a focused selection of compact, heavy duty helical gear drives that offer long-life performance and simplified maintenance. A broad range of reduction ratios suit an even broader range of specifications, while a variety of input shaft configurations maximize flexibility. In addition, the number of products that complement this series of gear drives make it an ideal choice for today industrial distributor. The 800 Series provides a functional interchange for SEW Eurodrive and other European manufacturers helical gear drives,making it uniquely practical for replacement applications.</p><table class=""description-table""><tr><th>Pre-Lubricated</th><th>Yes</th></tr><tr><th>Ratio</th><th>2.3:1</th></tr><tr><th>Max Input HP</th><th>8.52</th></tr><tr><th>Fan Cooled</th><th>No</th></tr><tr><th>Unit Of Measure Show</th><th>English</th></tr><tr><th>Output RPM @1750</th><th>760.0</th></tr><tr><th>Output Shaft Style</th><th>Solid Projecting</th></tr><tr><th>Product Family</th><th>800B In-Line</th></tr><tr><th>Exact Gear Ratio</th><th>2.337</th></tr><tr><th>Product Description</th><th>842 D/R RED, 2.3 Ratio, Base Mount</th></tr><tr><th>Rated Efficiency</th><th>89%</th></tr><tr><th>Base</th><th>Base Mounted</th></tr><tr><th>Max Output Torque Cap</th><th>695</th></tr><tr><th>Input Frame Size</th><th>None</th></tr><tr><th>Input Style</th><th>Projecting Input Shaft</th></tr><tr><th>Reduction Stages</th><th>Double</th></tr><tr><th>Weight</th><th>25</th></tr><tr><th>Motor HP</th><th>5</th></tr><tr><th>Recommended Lubrication</th><th>Klubersynth UH1 6-460</th></tr><tr><th>Family Id</th><th>30,077</th></tr><tr><th>AGMA Service Class</th><th>II</th></tr><tr><th>Output Shaft O.D./Bore Size</th><th>1</th></tr></table>"
45572,"<p>Boston Gear 800 Series contains a focused selection of compact, heavy duty helical gear drives that offer long-life performance and simplified maintenance. A broad range of reduction ratios suit an even broader range of specifications, while a variety of input shaft configurations maximize flexibility. In addition, the number of products that complement this series of gear drives make it an ideal choice for today industrial distributor. The 800 Series provides a functional interchange for SEW Eurodrive and other European manufacturers helical gear drives,making it uniquely practical for replacement applications.</p><table class=""description-table""><tr><th>Pre-Lubricated</th><th>Yes</th></tr><tr><th>Ratio</th><th>16:1</th></tr><tr><th>Max Input HP</th><th>5.12</th></tr><tr><th>Fan Cooled</th><th>No</th></tr><tr><th>Unit Of Measure Show</th><th>English</th></tr><tr><th>Output RPM @1750</th><th>109.0</th></tr><tr><th>Output Shaft Style</th><th>Solid Projecting</th></tr><tr><th>Product Family</th><th>800B In-Line</th></tr><tr><th>Exact Gear Ratio</th><th>16.159</th></tr><tr><th>Product Description</th><th>862 D/R RED, 16 Ratio, Base Mount</th></tr><tr><th>Rated Efficiency</th><th>96%</th></tr><tr><th>Base</th><th>Base Mounted</th></tr><tr><th>Max Output Torque Cap</th><th>2900</th></tr><tr><th>Input Frame Size</th><th>None</th></tr><tr><th>Input Style</th><th>Projecting Input Shaft</th></tr><tr><th>Reduction Stages</th><th>Double</th></tr><tr><th>Weight</th><th>49</th></tr><tr><th>Motor HP</th><th>5</th></tr><tr><th>Recommended Lubrication</th><th>Klubersynth UH1 6-460</th></tr><tr><th>Family Id</th><th>30,077</th></tr><tr><th>AGMA Service Class</th><th>I</th></tr><tr><th>Output Shaft O.D./Bore Size</th><th>1.25</th></tr></table>"
45672,"<p>Boston Gear 800 Series contains a focused selection of compact, heavy duty helical gear drives that offer long-life performance and simplified maintenance. A broad range of reduction ratios suit an even broader range of specifications, while a variety of input shaft configurations maximize flexibility. In addition, the number of products that complement this series of gear drives make it an ideal choice for today industrial distributor. The 800 Series provides a functional interchange for SEW Eurodrive and other European manufacturers helical gear drives,making it uniquely practical for replacement applications.</p><table class=""description-table""><tr><th>Pre-Lubricated</th><th>Yes</th></tr><tr><th>Ratio</th><th>12:1</th></tr><tr><th>Max Input HP</th><th>12.5</th></tr><tr><th>Fan Cooled</th><th>No</th></tr><tr><th>Unit Of Measure Show</th><th>English</th></tr><tr><th>Output RPM @1750</th><th>145.0</th></tr><tr><th>Output Shaft Style</th><th>Solid Projecting</th></tr><tr><th>Product Family</th><th>800B In-Line</th></tr><tr><th>Exact Gear Ratio</th><th>12.087</th></tr><tr><th>Product Description</th><th>872 D/R RED, 12 Ratio, Base Mount</th></tr><tr><th>Rated Efficiency</th><th>96%</th></tr><tr><th>Base</th><th>Base Mounted</th></tr><tr><th>Max Output Torque Cap</th><th>5439</th></tr><tr><th>Input Frame Size</th><th>None</th></tr><tr><th>Input Style</th><th>Projecting Input Shaft</th></tr><tr><th>Reduction Stages</th><th>Double</th></tr><tr><th>Weight</th><th>92</th></tr><tr><th>Motor HP</th><th>10</th></tr><tr><th>Recommended Lubrication</th><th>Klubersynth UH1 6-460</th></tr><tr><th>Family Id</th><th>30,077</th></tr><tr><th>AGMA Service Class</th><th>I</th></tr><tr><th>Output Shaft O.D./Bore Size</th><th>1.625</th></tr></table>"
1757538,"<p>Boston Gear 800 Series contains a focused selection of compact, heavy duty helical gear drives that offer long-life performance and simplified maintenance. A broad range of reduction ratios suit an even broader range of specifications, while a variety of input shaft configurations maximize flexibility. In addition, the number of products that complement this series of gear drives make it an ideal choice for today industrial distributor. The 800 Series provides a functional interchange for SEW Eurodrive and other European manufacturers helical gear drives,making it uniquely practical for replacement applications.</p><table class=""description-table""><tr><th>Pre-Lubricated</th><th>Yes</th></tr><tr><th>Ratio</th><th>18:1</th></tr><tr><th>Max Input HP</th><th>0.91</th></tr><tr><th>Fan Cooled</th><th>No</th></tr><tr><th>Unit Of Measure Show</th><th>English</th></tr><tr><th>Output RPM @1750</th><th>97.0</th></tr><tr><th>Output Shaft Style</th><th>Solid Projecting</th></tr><tr><th>Product Family</th><th>800B In-Line</th></tr><tr><th>Exact Gear Ratio</th><th>18.667</th></tr><tr><th>Product Description</th><th>F832 D/R RED, 18 Ratio, Quill Input, Base Mount</th></tr><tr><th>Rated Efficiency</th><th>96%</th></tr><tr><th>Base</th><th>Base Mounted</th></tr><tr><th>Max Output Torque Cap</th><th>590</th></tr><tr><th>Input Frame Size</th><th>B5-56C</th></tr><tr><th>Input Style</th><th>Quill</th></tr><tr><th>Reduction Stages</th><th>Double</th></tr><tr><th>Weight</th><th>22</th></tr><tr><th>Motor HP</th><th>0.75</th></tr><tr><th>Recommended Lubrication</th><th>Klubersynth UH1 6-460</th></tr><tr><th>Family Id</th><th>30,078</th></tr><tr><th>AGMA Service Class</th><th>I</th></tr><tr><th>Output Shaft O.D./Bore Size</th><th>0.75</th></tr></table>"
45878,"<table class=""description-table""> <tbody> <tr> <th>Description</th> <td>F842 D/R RED, 5.1 RATIO, QUILL INPUT, BASE MOUNT</td> </tr> <tr> <th>Ratio</th> <td>5.1</td> </tr> <tr> <th>Input HP</th> <td>5</td> </tr> <tr> <th>Output Torque (LB-IN)</th> <td>840</td> </tr> <tr> <th>Output RPM @1750</th> <td>340</td> </tr> <tr> <th>Bore Code</th> <td>B9</td> </tr> <tr> <th>Reduction</th> <td>Double</td> </tr> <tr> <th>Style</th> <td>Base Mounted</td> </tr> <tr> <th>Input Style</th> <td>Quill</td> </tr> <tr> <th>NEMA Mounting</th> <td>180TC/210C</td> </tr> <tr> <th>Overhung Load</th> <td>465</td> </tr> <tr> <th>Oil Capacity</th> <td>0.63</td> </tr> <tr> <th>Weight</th> <td>32</td> </tr> </tbody> </table> "
45972,"<p>Boston Gear 800 Series contains a focused selection of compact, heavy duty helical gear drives that offer long-life performance and simplified maintenance. A broad range of reduction ratios suit an even broader range of specifications, while a variety of input shaft configurations maximize flexibility. In addition, the number of products that complement this series of gear drives make it an ideal choice for today industrial distributor. The 800 Series provides a functional interchange for SEW Eurodrive and other European manufacturers helical gear drives,making it uniquely practical for replacement applications.</p><table class=""description-table""><tr><th>Pre-Lubricated</th><th>Yes</th></tr><tr><th>Ratio</th><th>45:1</th></tr><tr><th>Max Input HP</th><th>0.9</th></tr><tr><th>Fan Cooled</th><th>No</th></tr><tr><th>Unit Of Measure Show</th><th>English</th></tr><tr><th>Output RPM @1750</th><th>38.0</th></tr><tr><th>Output Shaft Style</th><th>Solid Projecting</th></tr><tr><th>Product Family</th><th>800B In-Line</th></tr><tr><th>Exact Gear Ratio</th><th>45.591</th></tr><tr><th>Product Description</th><th>F842 D/R RED, 45 Ratio, Quill Input, O/P Flange Mount</th></tr><tr><th>Rated Efficiency</th><th>96%</th></tr><tr><th>Base</th><th>Output Flange Mounted</th></tr><tr><th>Max Output Torque Cap</th><th>1410</th></tr><tr><th>Input Frame Size</th><th>B5-56C</th></tr><tr><th>Input Style</th><th>Quill</th></tr><tr><th>Reduction Stages</th><th>Double</th></tr><tr><th>Weight</th><th>33</th></tr><tr><th>Motor HP</th><th>0.75</th></tr><tr><th>Recommended Lubrication</th><th>Klubersynth UH1 6-460</th></tr><tr><th>Family Id</th><th>30,080</th></tr><tr><th>AGMA Service Class</th><th>I</th></tr><tr><th>Output Shaft O.D./Bore Size</th><th>1</th></tr></table>"
46072,"<p>Boston Gear 800 Series contains a focused selection of compact, heavy duty helical gear drives that offer long-life performance and simplified maintenance. A broad range of reduction ratios suit an even broader range of specifications, while a variety of input shaft configurations maximize flexibility. In addition, the number of products that complement this series of gear drives make it an ideal choice for today industrial distributor. The 800 Series provides a functional interchange for SEW Eurodrive and other European manufacturers helical gear drives,making it uniquely practical for replacement applications.</p><table class=""description-table""><tr><th>Pre-Lubricated</th><th>Yes</th></tr><tr><th>Ratio</th><th>7.2:1</th></tr><tr><th>Max Input HP</th><th>9.49</th></tr><tr><th>Fan Cooled</th><th>No</th></tr><tr><th>Unit Of Measure Show</th><th>English</th></tr><tr><th>Output RPM @1750</th><th>246.0</th></tr><tr><th>Output Shaft Style</th><th>Solid Projecting</th></tr><tr><th>Product Family</th><th>800B In-Line</th></tr><tr><th>Exact Gear Ratio</th><th>7.16</th></tr><tr><th>Product Description</th><th>F862 D/R RED, 7.2 Ratio, Quill Input, Base Mount</th></tr><tr><th>Rated Efficiency</th><th>96%</th></tr><tr><th>Base</th><th>Base Mounted</th></tr><tr><th>Max Output Torque Cap</th><th>2380</th></tr><tr><th>Input Frame Size</th><th>B11-210TC/250UC</th></tr><tr><th>Input Style</th><th>Quill</th></tr><tr><th>Reduction Stages</th><th>Double</th></tr><tr><th>Weight</th><th>63</th></tr><tr><th>Motor HP</th><th>7.5</th></tr><tr><th>Recommended Lubrication</th><th>Klubersynth UH1 6-460</th></tr><tr><th>Family Id</th><th>30,078</th></tr><tr><th>AGMA Service Class</th><th>I</th></tr><tr><th>Output Shaft O.D./Bore Size</th><th>1.25</th></tr></table>"
46723,"<p>Boston Gear 800 Series contains a focused selection of compact, heavy duty helical gear drives that offer long-life performance and simplified maintenance. A broad range of reduction ratios suit an even broader range of specifications, while a variety of input shaft configurations maximize flexibility. In addition, the number of products that complement this series of gear drives make it an ideal choice for today industrial distributor. The 800 Series provides a functional interchange for SEW Eurodrive and other European manufacturers helical gear drives,making it uniquely practical for replacement applications.</p><table class=""description-table""><tr><th>Pre-Lubricated</th><th>Yes</th></tr><tr><th>Ratio</th><th>50:1</th></tr><tr><th>Max Input HP</th><th>3.02</th></tr><tr><th>Fan Cooled</th><th>No</th></tr><tr><th>Unit Of Measure Show</th><th>English</th></tr><tr><th>Output RPM @1750</th><th>35.0</th></tr><tr><th>Output Shaft Style</th><th>Solid Projecting</th></tr><tr><th>Product Family</th><th>800B In-Line</th></tr><tr><th>Exact Gear Ratio</th><th>51.776</th></tr><tr><th>Product Description</th><th>F873 T/R RED, 50 Ratio, Quill Input, Base Mount</th></tr><tr><th>Rated Efficiency</th><th>94%</th></tr><tr><th>Base</th><th>Base Mounted</th></tr><tr><th>Max Output Torque Cap</th><th>5290</th></tr><tr><th>Input Frame Size</th><th>B9-210C/180TC</th></tr><tr><th>Input Style</th><th>Quill</th></tr><tr><th>Reduction Stages</th><th>Triple</th></tr><tr><th>Weight</th><th>121</th></tr><tr><th>Motor HP</th><th>3</th></tr><tr><th>Recommended Lubrication</th><th>Klubersynth UH1 6-460</th></tr><tr><th>Family Id</th><th>30,078</th></tr><tr><th>AGMA Service Class</th><th>I</th></tr><tr><th>Output Shaft O.D./Bore Size</th><th>1.625</th></tr></table>"
46725,"<p>Boston Gear 800 Series contains a focused selection of compact, heavy duty helical gear drives that offer long-life performance and simplified maintenance. A broad range of reduction ratios suit an even broader range of specifications, while a variety of input shaft configurations maximize flexibility. In addition, the number of products that complement this series of gear drives make it an ideal choice for today industrial distributor. The 800 Series provides a functional interchange for SEW Eurodrive and other European manufacturers helical gear drives,making it uniquely practical for replacement applications.</p><table class=""description-table""><tr><th>Pre-Lubricated</th><th>Yes</th></tr><tr><th>Ratio</th><th>56:1</th></tr><tr><th>Max Input HP</th><th>2.69</th></tr><tr><th>Fan Cooled</th><th>No</th></tr><tr><th>Unit Of Measure Show</th><th>English</th></tr><tr><th>Output RPM @1750</th><th>31.0</th></tr><tr><th>Output Shaft Style</th><th>Solid Projecting</th></tr><tr><th>Product Family</th><th>800B In-Line</th></tr><tr><th>Exact Gear Ratio</th><th>57.422</th></tr><tr><th>Product Description</th><th>F873 T/R RED, 56 Ratio, Quill Input, Base Mount</th></tr><tr><th>Rated Efficiency</th><th>94%</th></tr><tr><th>Base</th><th>Base Mounted</th></tr><tr><th>Max Output Torque Cap</th><th>5227</th></tr><tr><th>Input Frame Size</th><th>B7-140TC/180C</th></tr><tr><th>Input Style</th><th>Quill</th></tr><tr><th>Reduction Stages</th><th>Triple</th></tr><tr><th>Weight</th><th>106</th></tr><tr><th>Motor HP</th><th>2</th></tr><tr><th>Recommended Lubrication</th><th>Klubersynth UH1 6-460</th></tr><tr><th>Family Id</th><th>30,078</th></tr><tr><th>AGMA Service Class</th><th>I</th></tr><tr><th>Output Shaft O.D./Bore Size</th><th>1.625</th></tr></table>"
46572,"<p>Boston Gear 800BR Series helical worm gear drives are heavy duty helical gear drives with long life performance features and simplified maintenance. The 800BR Series comes in double and triple reduction ratios from 8:1 through 900:1 and a maximum 10HP rating. As always, the 800BR Series is available via Reducer Express.</p><table class=""description-table""><tr><th>Pre-Lubricated</th><th>Yes</th></tr><tr><th>Ratio</th><th>18</th></tr><tr><th>Max Input HP</th><th>1</th></tr><tr><th>Fan Cooled</th><th>No</th></tr><tr><th>Unit Of Measure Show</th><th>EN</th></tr><tr><th>Output RPM @1750</th><th>97.0</th></tr><tr><th>Output Shaft Style</th><th>Hollow O/P</th></tr><tr><th>Product Family</th><th>800BR SERIES</th></tr><tr><th>Exact Gear Ratio</th><th>18.571</th></tr><tr><th>Product Description</th><th>SF842BR-D/R RED 18:1 Ratio, No Base, ""H"" ASSY</th></tr><tr><th>Rated Efficiency</th><th>86%</th></tr><tr><th>Base</th><th>No Base</th></tr><tr><th>Max Output Torque Cap</th><th>555</th></tr><tr><th>Input Frame Size</th><th>B5-56C</th></tr><tr><th>Input Style</th><th>Quill</th></tr><tr><th>Reduction Stages</th><th>Double</th></tr><tr><th>Weight</th><th>31</th></tr><tr><th>Motor HP</th><th>2</th></tr><tr><th>Recommended Lubrication</th><th>Klubersynth UH1 6-460</th></tr><tr><th>Family Id</th><th>30,313</th></tr><tr><th>AGMA Service Class</th><th>I</th></tr><tr><th>Output Shaft O.D./Bore Size</th><th>1.25</th></tr></table>"
