id,additional_description,,,,,,,,,,,,,,,,
2972084,"<p>The Redline BLAST, with 1, 400 lumens of high intensity light, is a must-have flashlight that can throw a spectacularly bright beam over 260 meters. The BLAST is completely waterproof and ready for any weather condition. Want more? How about a 4x zoom and 5 light modes (high, medium, low, defensive strobe &amp; flashing beacon). </p> <p> LIGHT <ul><li> High-power 1400 lumen LED</li></ul></p> <p> LIGHT MODES <ul><li> High (1400 lumens) - 2. 5 hours / 260 meters</li> <li> Medium (560 lumens) - 7 hours / 180 meters</li> <li> Low (140 lumens) - 30 hours / 90 meters</li> <li> Strobe (1400 lumens) - 6 hours</li> <li> Beacon (1400 lumens) - 120 hours</li></ul></p> <p> DESIGN <ul><li> Convex lens</li> <li> Tactical edge</li> <li> 4x adjustable zoom</li> <li> Signature Red Ring</li> <li> Anodized aircraft-grade aluminum; waterproof (IPX7) and impact-resistant</li></ul></p> <p> OPERATION <ul><li> Rear-positioned, ON/OFF button with Soft Touch Technology</li></ul></p> <p> ACCESSORIES <ul><li> Lanyard (included)</li></ul></p> <p> BATTERIES <ul><li> Powered by 6 AA batteries (included)</li></ul></p> <p> SPECS <ul><li> 0. 95 lbs. </li> <li> Length: Compacted: 7. 25"" / Extended: 7. 75""</li> <li> Diameter: (Head) 1. 875"" / (Barrel) 1. 375""</li></ul></p>",,,,,,,,,,,,,,,,
2972031,"<p>The REDLINE OC outputs 550 lux of pristine white light. 550 lux is bright, but what makes the OC so special is the OC (Optimized Clarity) Technology. Coupled with the convex lens, the OC Technology creates optimized clarity with a perfectly dispersed beam of light while in flood mode. This sophisticated technology provides the intensity of a 550 lux light that is easy on the eyes. The REDLINE OC optimized clarity. </p> <p> OPTIMIZED CLARITY <br /> Eliminating inconsistencies in light, the OC (Optimized Clarity) Technology provides intense, clear, pristine light that is easy on the eyes. This technology allows the light beam to be as bright on the edge as it is in the center when used in flood mode. </p> <p> LIGHT <ul><li> High-power 550 lux LED</li></ul></p> <p> LIGHT MODES <ul><li> High: 550 lux - 1 Hour 20 minutes / 94 Meters</li> <li> Strobe - 4 Hours / 94 Meters</li></ul></p> <p> DESIGN <ul><li> Anodized aircraft-grade aluminum; water and impact-resistant</li> <li> OC Technology</li> <li> Convex lens</li> <li> Tactical edge</li> <li> 6x adjustable beam</li> <li> Dual-direction belt/pocket clip</li> <li> Magnetic base</li></ul></p> <p> OPERATION <ul><li> Rear-positioned, glow-in-the-dark ON/OFF button with Soft Touch Technology</li></ul></p> <p> ACCESSORIES <ul><li> Lanyard included</li></ul></p> <p> BATTERIES <ul><li> Powered by 1 AA battery (included)</li></ul></p> <p> SPECS <ul><li> Length: 4. 5""</li> <li> Diameter: 1"" (Barrel); 1. 25"" (Head)</li> <li> 0. 25 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
2972077,"<p>The TRANSPORT is a compact, rechargeable flashlight that provides powerful bright light at your fingertips! The TRANSPORT is compatible with any DC 12V socket. Just plug directly into your car, truck, boat or any other 12V outlet. Ideal for travel, the TRANSPORT conveniently fits in your pocket, purse or briefcase.</p><p>LIGHT<ul><li>High-power 125 lumen LED</li></ul></p><p>DESIGN<ul><li>Fully rechargeable</li><li>Fits any 12V outlet (car cigarette lighter)</li><li>Anodized aircraft-grade aluminum; impact-resistant</li><li>Charging indicator light</li></ul></p><p>OPERATION<ul><li>Top-positioned ON/OFF dial; twist to activate</li></ul></p><p>CHARGE TIME<ul><li>1. 5 - 2 Hours</li></ul></p><p>BATTERIES<ul><li>Powered by one 16340 Lithium Ion rechargeable battery (included)</li></ul></p><p>SPECS<ul><li>Size: (L) 3. 6875"" x (W) 1. 125""</li><li>Weight: 0. 15 lbs. &nbsp;</li></ul></p>",,,,,,,,,,,,,,,,
2972076,"<p>The TRANSPORT is a compact, rechargeable flashlight that provides powerful bright light at your fingertips! The TRANSPORT is compatible with any DC 12V socket. Just plug directly into your car, truck, boat or any other 12V outlet. Ideal for travel, the TRANSPORT conveniently fits in your pocket, purse or briefcase.</p><p>LIGHT<ul><li>High-power 125 lumen LED</li></ul></p><p>DESIGN<ul><li>Fully rechargeable</li><li>Fits any 12V outlet (car cigarette lighter)</li><li>Anodized aircraft-grade aluminum; impact-resistant Charging indicator light</li></ul></p><p>OPERATION<ul><li>Top-positioned ON/OFF dial; twist to activate</li></ul></p><p>CHARGE TIME<ul><li>1. 5 - 2 Hours</li></ul></p><p>BATTERIES<ul><li>Powered by one 16340 Lithium Ion rechargeable battery (included)</li></ul></p><p>SPECS<ul><li>Size: (L) 3. 6875"" x (W) 1. 125""</li><li>Weight: 0. 15 lbs. &nbsp;</li></ul></p>",,,,,,,,,,,,,,,,
2972042,"<p>The TRANSPORT is a compact, rechargeable flashlight that provides powerful bright light at your fingertips! The TRANSPORT is compatible with any DC 12V socket. Just plug directly into your car, truck, boat or any other 12V outlet. Ideal for travel, the TRANSPORT conveniently fits in your pocket, purse or briefcase.</p><p>LIGHT<ul><li>High-power 125 lumen LED</li></ul></p><p>DESIGN<ul><li>Fully rechargeable</li><li>Fits any 12V outlet (car cigarette lighter)</li><li>Anodized aircraft-grade aluminum; impact-resistant<li>Charging indicator light</li></ul></p><p>OPERATION<ul><li>Top-positioned ON/OFF dial; twist to activate</li></ul></p><p>CHARGE TIME<ul><li>1. 5 - 2 Hours</li></ul></p><p>BATTERIES<ul><li>Powered by one 16340 Lithium Ion rechargeable</li>battery (included)</ul></p><p>SPECS<ul><li>Size: (L) 3. 6875"" x (W) 1. 125""</li><li>Weight: 0. 15 lbs. &nbsp;</li></ul></p>",,,,,,,,,,,,,,,,
2972090,"<p>The WEATHERRITE 130 Lumen LED Lantern is a portable, reliable lantern that is perfect for camping, fishing, hunting, boating, road trips, RVing, power outages, at-home use or any emergency situation. &nbsp;</p> <p> LIGHT <ul><li> 130 Lumen LED</li></ul></p> <p> LIGHT MODES <ul><li> Low: 80 Lumens - 35 Hours / 10 Meters</li> <li> High: 130 Lumens - 10 Hours / 14 Meters</li> <li> Strobe: 130 Lumens - 45 Hours / 14 Meters</li></ul></p> <p> DESIGN <ul><li> Water-resistant rubber &amp; ABS base construction</li> <li> Cone-shaped reflector</li> <li> Comfort carry handle</li> <li> Green beacon LED flashes when lantern is OFF</li></ul></p> <p> OPERATION <ul><li> Front-positioned ON/OFF glow-in-the-dark button</li></ul></p> <p> BATTERIES <ul><li> 3 AA batteries included</li></ul></p> <p> SPECS <ul><li> Size: (H) 6. 5"" x (D) 2. 25"" x (W) 2. 25""</li> <li> 0. 5 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
1750336,"<p>The WEATHERRITE 130 Lumen LED Lantern is a portable, reliable lantern that is perfect for camping, fishing, hunting, boating, road trips, RVing, power outages, at-home use or any emergency situation. &nbsp;</p> <p> LIGHT <ul><li> 130 Lumen LED</li></ul></p> <p> LIGHT MODES <ul><li> Low: 80 Lumens - 35 Hours / 10 Meters</li> <li> High: 130 Lumens - 10 Hours / 14 Meters</li> <li> Strobe: 130 Lumens - 45 Hours / 14 Meters</li></ul></p> <p> DESIGN <ul><li> Water-resistant rubber &amp; ABS base construction</li> <li> Cone-shaped reflector</li> <li> Comfort carry handle</li> <li> Green beacon LED flashes when lantern is OFF</li></ul></p> <p> OPERATION <ul><li> Front-positioned ON/OFF glow-in-the-dark button</li></ul></p> <p> BATTERIES <ul><li> 3 AA batteries included</li></ul></p> <p> SPECS <ul><li> Size: (H) 6. 5"" x (D) 2. 25"" x (W) 2. 25""</li> <li> 0. 5 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
1750337,"<p>The WEATHERRITE 300 Lumen LED Lantern is a portable, reliable lantern that is perfect for camping, fishing, hunting, boating, road trips, RVing, power outages, at-home use or any emergency situation. &nbsp;</p> <p> LIGHT <ul><li> 300 Lumen LED</li></ul></p> <p> LIGHT MODES <ul><li> Low: 150 Lumens - 36 Hours / 10 Meters</li> <li> High: 300 Lumens - 18 Hours / 15 Meters</li> <li> Strobe: 300 Lumens - 70 Hours / 15 Meters</li></ul></p> <p> DESIGN <ul><li> Water-resistant rubber &amp; ABS base construction</li> <li> Cone-shaped reflector</li> <li> Comfort carry handle</li> <li> Green beacon LED flashes when lantern is OFF</li></ul></p> <p> OPERATION <ul><li> Front-positioned ON/OFF button</li></ul></p> <p> BATTERIES <ul><li> 3 D batteries (not included)</li></ul></p> <p> SPECS <ul><li> Size: (H) 7. 25"" x (D) 3. 375"" x (W) 3. 375""</li> <li> 1. 85 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
2972091,"<p>The WEATHERRITE 300 Lumen LED Lantern is a portable, reliable lantern that is perfect for camping, fishing, hunting, boating, road trips, RVing, power outages, at-home use or any emergency situation. </p> <p> LIGHT <ul><li> 300 Lumen LED</li></ul></p> <p> LIGHT MODES <ul><li> Low: 150 Lumens - 36 Hours / 10 Meters</li> <li> High: 300 Lumens - 18 Hours / 15 Meters</li> <li> Strobe: 300 Lumens - 70 Hours / 15 Meters</li></ul></p> <p> DESIGN <ul><li> Water-resistant rubber &amp; ABS base construction</li> <li> Cone-shaped reflector</li> <li> Comfort carry handle</li> <li> Green beacon LED flashes when lantern is OFF</li></ul></p> <p> OPERATION <ul><li> Front-positioned ON/OFF button</li></ul></p> <p> BATTERIES <ul><li> 3 D batteries (not included)</li></ul></p> <p> SPECS <ul><li> Size: (H) 7. 25"" x (D) 3. 375"" x (W) 3. 375""</li> <li> 1. 85 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
2972041,"<p>The WORKBRITE 2 adapts to your work environment, making it the handiest of work lights. Equipped with a 200 lumen COB LED work light, the WORKBRITE 2 also features a 100 lumen flashlight and a rear, emergency red flasher LED. The WORKBRITE 2 provides hands-free lighting in three different ways: a hanging hook, a 200&ordm; pivoting stand and a magnetic base. Whether you are under the hood, under the sink or just out in the dark, the WORKBRITE 2 works great for any application. WORKBRITE 2. It stands! It hooks! It sticks! It lights! It WORKS!</p><p>LIGHT<ul><li>High-power 100 lumen LED flashlight</li><li>High-power 200 lumen COB LED work light</li><li>Emergency Red Flasher LED</li></ul></p><p>DESIGN<ul><li>Water and impact-resistant</li><li>Ergonomic, non-slip grip</li><li>200&ordm; pivoting stand</li><li>Collapsible, hanging hook</li><li>Powerful magnetic base</li></ul></p><p>OPERATION<ul><li>Front-positioned, ON/OFF button</li><li>Emergency Red Flasher LED is independently controlled; press light to activate</li></ul></p><p>BATTERIES<ul><li>Powered by 3 AAA batteries (included)</li></ul></p><p>SPECS<ul><li>Size: (H) 8. 5"" x (W) 2"" x (D) 1. 5""</li><li>0. 35 lbs.</li></ul></p>",,,,,,,,,,,,,,,,
1750241,"<p>This 15 LED Lantern is the perfect blend between classic design and modern technology. This 9"" high metal lantern has a wire-guard to protect the glass globe. No kerosene, no lamp oil and no citronella; this 15 LED is completely battery operated (batteries not included. ) To maintain the functionality of a traditional kerosene lantern, this 15 LED Lantern has a control to adjust the amount of light that is generated. A reflector is positioned above the LEDs to cast the light evenly in every direction. Perfect for indoor or outdoor use, this lantern generates over 96 hours of continuous bright light. The 15 LED Lantern, the traditional lantern look with efficient LED lighting!</p> <p> LIGHT <ul><li> 15 high-power LEDs output 25 lumens</li> <li> 96 hours / 5 meters</li></ul></p> <p> DESIGN <ul><li> Metal construction with wire-guarded glass globe</li> <li> Hanging hook</li> <li> Adjustable light output</li></ul></p> <p> BATTERIES <ul><li> Powered by 2 D batteries (not included)</li></ul></p> <p> SPECS <ul><li> Size: (H) 9"" x (D) 4. 5"" x (W) 4. 5""</li> <li> 0. 9 lbs. </li></ul></p>",,,,,,,,,,,,,,,,
2795303,"<p>This little gem won't just look great on your key chain, but is very useful too. It cleverly contains 4 screwdriver heads - both small and large Phillips and flathead screwdrivers. Simply remove the quick release clip and slide a key or coin into the slotted end to add torque so you can undo/do up the toughest of screws. 3 bits are hidden in the shaft.</p><p>DESIGN<ul><li>Chromium plated steel</li><li>Anti-slip grooves on main body for better control</li><li>4 screwdriver heads: standard and small Phillips, standard and small flathead screwdrivers</li><li>Quick release CleverClip included</li></ul></p><p>SPECS<ul><li>Size: (H) 3. 1"" x (W) 0. 6"" x (D) 0. 4""</li><li>0. 05 lbs.</li></ul></p>",,,,,,,,,,,,,,,,
2972064,"<p>TWIN PUCKS features a task light and an emergency beacon all-in-one. Both lights attach magnetically to each other, but can also operate independently and are separately powered. The task light provides hands-free lighting in three different ways: 180&ordm; adjustable stand, hanging hole or the magnetic base. The emergency beacon also has a magnet in the back to adhere to metal surfaces. &nbsp;</p> <p> WHITE LIGHT <ul><li> High (160 lumens) - 10 hours / 24 meters</li> <li> Medium (80 lumens) - 20 hours / 16 meters</li> <li> Low (10 lumens)- 48 hours / 7 meters</li></ul></p> <p> RED LIGHT <ul><li> Rotate Flash - 38 hours / 1. 6 km</li> <li> 8 LEDs ON - 7. 5 hours / 1. 6 km</li> <li> 8 LEDs Flash - 27 hours / 1. 6 km</li> <li> 8 LEDs S. O. S. - 7. 5 hours /&nbsp;1. 6 km</li> <li> 4 LEDs ON - 17. 5 hours /&nbsp;1. 6 km</li></ul></p> <p> DESIGN <ul><li> Water and impact-resistant</li> <li> Hanging hole</li> <li> 180&ordm; adjustable stand</li> <li> Rubber grips</li> <li> Task light and emergency beacon connect magnetically</li></ul></p> <p> OPERATION <ul><li> Dual buttons for task light and emergency beacon</li></ul></p> <p> BATTERIES <ul><li> C&bull;O&bull;B LED powered by 3 AAA batteries (included)</li> <li> 8 red LEDs powered by 2 AAA batteries (included)</li></ul></p> <p> SPECS <ul><li> 0. 46 lbs. </li> <li> Diameter: 3. 36""</li></ul></p>",,,,,,,,,,,,,,,,
2972068,"<p>With all of the features that you would expect from a SLYDE and more! The SLYDE KING is equipped with programmable memory settings for each light mode, a new C<li>O&bull;B red light function, a 4x adjustable zoom and best of all - it's rechargeable!</li></p><p>LIGHT<ul><li>High-power 330 lumen LED flashlight</li><li>High-power 250 lumen C&bull;O&bull;B work light</li><li>High-power 40 lumen red light</li><li>High-power red hazard flasher</li></ul></p><p>DESIGN<ul><li>Fully rechargeable</li><li>Memory power setting</li><li>Convex lens</li><li>Tactical edge</li><li>4x adjustable zoom</li><li>Anodized aircraft-grade aluminum; water and impact-resistant</li><li>Dimmable beam</li><li>Work light is concealed inside the flashlight body</li><li>Powerful magnetic base</li></ul></p><p>OPERATION<ul><li>Side-positioned ON/OFF button</li><li>Work light automatically turns ON when opened</li></ul></p><p>BATTERIES<ul><li>Powered by 1 Li-ion rechargeable battery included (3-4 hour recharge time)</li></ul></p><p>ACCESSORIES<ul><li>Micro USB to USB cable included</li></ul></p><p>SPECS<ul><li>0. 8 lbs.</li><li>Length: Compacted: 6. 875"" / Extended: 9""</li><li>Diameter: (Head) 1. 75"" / (Barrel) 1. 25""</li></ul></p>",,,,,,,,,,,,,,,,
1750316,"<h5>Specifications</h5><p>Height - 2"" Length - 2. 25"" Weight - 0. 0375 lbs. Description The PROTEC Universal Flashlight Clip is, well, just that. &nbsp;This flashlight clip fits any flashlight up to 1"" in diameter. &nbsp;The head of the clip rotates 360&deg; and tilts 180&deg; to direct light in virtually any direction. The Universal Flashlight Clip attaches to anything with its clip claws or uses the powerful magnetic base to attach to most metal surfaces; both ways providing convenient hands-free lighting.</p><p>Features</p><ul><li>Fits all flashlights up to 1"" in diameter</li><li>Clip claws attach to anything</li><li>Powerful Magnetic base</li><li>Head rotates 360&deg; and tilts 180&deg; to direct light in any direction</li></ul>",,,,,,,,,,,,,,,,
1750179,"<h5>Specifications</h5><p>Length - 4. 5"" Width - 1"" Depth - 1. 375"" Weight - 0. 7 lbs. Batteries - Three LR621 Button Cell Batteries (Included) Description The Quarrow MT11 Multi-Tool is the tool to have with you on any fishing trip. &nbsp;Keep all of these essentials secure in the palm of your hand with the non-slip rubber handle. Whatever the job is, pulling, tightening, cutting, opening, anything, this is the only tool that you will need. Compact enough to fit into your pocket, the MT11 has 11 tools in 1: 3"" sharp stainless steel knife blade, needle nose pliers, spring loaded jaws, crimper, wire cutter, LED flashlight, bottle and can opener, non-slip rubber handle, hook remover and a fish descaler. &nbsp;Convenient and innovative, the MT11 is the ultimate fishing tool.</p>Features <ul> <li>11 features all in 1 tool: 3"" sharp stainless steel knife blade, needle nose pliers, spring loaded jaws, crimper, wire cutter, LED flashlight, bottle and can opener, non-slip rubber handle, hook remover and a fish descaler</li> <li>Compact size - 4. 5"" x 1"" x 1. 375""</li> </ul>",,,,,,,,,,,,,,,,
1750194,"<h5>Specifications</h5><p>Length - 4"" Width - 1. 75"" Depth -. 875"" Weight - 0. 716 lbs. &nbsp; Description The Quarrow MT13 Anglers Tool is the essential tool to include on any fishing trip. &nbsp;A perfect addition to the tackle box, this hassle-free tool is a necessity to any angler. &nbsp;Compact enough to fit into your pocket, the MT13 has 13 tools in 1: split ring needle nose pliers, crimper, cutter, hook remover, fish descaler, scissors, Phillips screwdriver, 2. 5"" stainless steel knife blade, 2. 5"" serrated double edge stainless steel saw blade, jigeye cleaner, 2 flat-head screwdrivers, 2. 5"" double sided file. &nbsp;Convenient and innovative, the MT13 is the ultimate angler's tool.</p>Features <ul> <li>13 features all in 1 tool: <ul> <li>Split ring needle nose pliers</li> <li>Crimper</li> <li>Cutter</li> <li>Hook remover</li> <li>Fish descaler</li> <li>Scissors</li> <li>Phillips screwdriver</li> <li>2. 5"" stainless steel knife blade</li> <li>2. 5"" serrated double edge stainless steel saw blade</li> <li>Jigeye cleaner</li> <li>2 flat-head screwdrivers</li> <li>2. 5"" double sided file</li> </ul> </li> <li>Compact size - 4. 5"" x 1"" x 1. 375""</li> </ul>",,,,,,,,,,,,,,,,
1750163,"<h5>Specifications</h5><p>Length - 6. 5"" Width - 2. 75"" Height - 2"" Weight - 0. 216 lbs. &nbsp; Description Z-Lens Safety Glasses are stylish professional safety glasses that provide complete wrap-around protection. Frames are constructed of lightweight nylon for durability and comfort. The lenses are a high-grade polycarbonate lens that provides 99. 9% UVA and UVB protection. The lenses are anti-static, anti-scratch, and anti-UVA/UVB. A comfortable nosepiece and adjustable temples make these the ultimate in comfort safety wear. These glasses meet ANSI Z87. 1 National Safety Standards, and comply with OSHA requirements for industrial eyewear.</p>Features <ul> <li>99. 9% UVA and UVB protection</li> <li>Anti-static and anti-scratch lenses</li> <li>Complete wrap-around protection</li> <li>Lightweight Nylon frames</li> <li>Comfortable nosepiece</li> <li>Adjustable temples</li> <li>High-grade polycarbonate lens</li> </ul>",,,,,,,,,,,,,,,,
1750167,"<h5>Specifications</h5><p>Length - 6. 5"" Width - 2. 75"" Height - 2"" Weight - 0. 216 lbs. Description Z-Lens Safety Glasses are stylish professional safety glasses that provide complete wrap-around protection. Frames are constructed of lightweight nylon for durability and comfort. The lenses are a high-grade polycarbonate lens that provides 99. 9% UVA and UVB protection. The lenses are anti-static, anti-scratch, and anti-UVA/UVB. A comfortable nosepiece and adjustable temples make these the ultimate in comfort safety wear. These glasses meet ANSI Z87. 1 National Safety Standards, and comply with OSHA requirements for industrial eyewear.</p>Features <ul> <li>99. 9% UVA and UVB protection</li> <li>Anti-static and anti-scratch lenses</li> <li>Complete wrap-around protection</li> <li>Lightweight Nylon frames</li> <li>Comfortable nosepiece</li> <li>Adjustable temples</li> <li>High-grade polycarbonate lens</li> </ul>",,,,,,,,,,,,,,,,
1750198,"<h5>Specifications</h5><p>Output - 520 - 525nm Length - 3"" Diameter - 0. 625"" Weight - 0. 079 lbs. Batteries - Three LR41 Button Cell Batteries (Included) Description The Quarrow Allure-Light shines a bright green light directly into the water. The reason why this light helps catch more fish is very simple. The green light starts a natural food chain reaction by attracting a concentration of small microscopic animals called plankton. Bait fish such as shad and minnows are drawn to the light to feed on the plankton and larger game fish move in to feed on the bait fish.</p>Features <ul> <li>Polycarbonate Water-Proof Body</li> <li>1 Green LED (110, 000 plus hours of life)</li> <li>Three LR41 Button Cell Batteries Included</li> <li>Waterproof up to 200 ft. </li> <li>Perfect for fresh or saltwater fishing</li> <li>More than 48 hours of run time</li> <li>Swivels on both ends</li> </ul>",,,,,,,,,,,,,,,,
1750193,"<h5>Specifications</h5><p>Settings - 140 lumens (White) 130 lumens (Green) 110 lumens (Red) Runtime - White - 20 hours of continuous illumination Green - 50 hours of continuous illumination Red - 55 hours of continuous illumination Length - 5. 25"" Diameter - 1. 25"" Weight - 0. 372 lbs. Batteries - 3 AAA batteries (included) &nbsp; Description No color filters&hellip;no separate heads&hellip;and no extra attachments. &nbsp;The Chameleon by NEBO offers 3 vibrant colors all in one convenient, compact flashlight. &nbsp;One color changing LED switches from white to green to red with the touch of the glow-in-the-dark On/Off button. &nbsp;The Chameleon features a 4x adjustable zoom to change the beam from spot light to flood light with the simple twist of the head. The white setting produces 140 lumens of bright white light and is best used for all around purposes. &nbsp;The Chameleon&rsquo;s ergonomic textured handle keeps this light secure in the palm of your hand; or when you need your hands to be free just use the powerful magnetic base to create hands-free lighting. &nbsp;Constructed of aircraft grade, anodized aluminum the Chameleon is shock-proof and water-resistant to ensure toughness and reliability. An unbreakable polycarbonate lens makes the Chameleon virtually indestructible. &nbsp; Green Light: Because the human eye recognizes the color green faster than other colors, green light is best used for map reading or signaling, especially in low light conditions. &nbsp;Also perfect for hunting as some game cannot see green light. &nbsp; Red Light: Red light is primarily used to preserve night vision. Best used for low-light or nighttime situations, this low-signature red light provides great contrast making it easy to read charts and maps. &nbsp;Red light cuts through smoke better than white light, does not interfere with night vision technology, ensures stealth in the dark and cannot be easily seen by the human eye over long distances.</p>Features <ul> <li>One color-changing LED bulb outputs 140 lumens of light (bulb rated for 110, 000+ hours of life)</li> <li>4x adjustable zoom</li> <li>Anodized aircraft grade aluminum shock-proof and water-resistant compact body design</li> <li>Magnetic base for hands-free lighting</li> <li>Aggressive self-defense face</li> <li>Side positioned glow-in-the-dark button for easy control of the light</li> <li>Runtime: 20 hours</li> <li>Unbreakable polycarbonate lens</li> </ul>",,,,,,,,,,,,,,,,
