edit-name,doc-id,product-code,specifications
EN8859,91672,79941,Belt Width (in.):48|1200:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Weight (kg):101.6|Weight (lbs):224.0|Tensioner:SST Spring Tensioner|4 1/2:Choose_Tensioner|115:Horizontal Clearance Required (in.)|92:Horizontal Clearance Required (mm)|2300:Maximum Conveyor Span (in.)|102:Maximum Conveyor Span (mm)|2550:Pole Length (in.)|9:Pole Length (mm)|229:Vertical Clearance Required (in.)|800:Vertical Clearance Required (mm)|Choose_Maximum_Belt_Speed_FPM:Maximum Belt Speed (FPM)|Maximum Belt Speed (M/sec):4|-35° to 82°:Choose_Maximum_Belt_Speed_Msec|Choose_Temperature_Range_C:Temperature Range (C)|Temperature Range (F):-30° to 180°|Mild Steel Powdercoat:Choose_Temperature_Range_F|Choose_Cleaner_Material:Cleaner Material|Pole Diameter (in.):2 7/8|Pole Diameter (mm):73|Blade Configuration:Single|Carbide/Polyurethane:Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|CEMA Rating:Class 4
EN8871,91673,79964,Belt Width (in.):54|1350:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Weight (kg):99.6|Weight (lbs):219.5|Tensioner:SAT XD Tensioner|4 1/2:Choose_Tensioner|115:Horizontal Clearance Required (in.)|98:Horizontal Clearance Required (mm)|2450:Maximum Conveyor Span (in.)|108:Maximum Conveyor Span (mm)|2700:Pole Length (in.)|9:Pole Length (mm)|229:Vertical Clearance Required (in.)|800:Vertical Clearance Required (mm)|Choose_Maximum_Belt_Speed_FPM:Maximum Belt Speed (FPM)|Maximum Belt Speed (M/sec):4|-35° to 82°:Choose_Maximum_Belt_Speed_Msec|Choose_Temperature_Range_C:Temperature Range (C)|Temperature Range (F):-30° to 180°|Mild Steel Powdercoat:Choose_Temperature_Range_F|Choose_Cleaner_Material:Cleaner Material|Pole Diameter (in.):2 7/8|Pole Diameter (mm):73|Blade Configuration:Single|Carbide/Polyurethane:Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|CEMA Rating:Class 4
EN8860,91674,79942,Belt Width (in.):54|1350:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Weight (kg):107.9|Weight (lbs):238.0|Tensioner:SST Spring Tensioner|4 1/2:Choose_Tensioner|115:Horizontal Clearance Required (in.)|98:Horizontal Clearance Required (mm)|2450:Maximum Conveyor Span (in.)|108:Maximum Conveyor Span (mm)|2700:Pole Length (in.)|9:Pole Length (mm)|229:Vertical Clearance Required (in.)|800:Vertical Clearance Required (mm)|Choose_Maximum_Belt_Speed_FPM:Maximum Belt Speed (FPM)|Maximum Belt Speed (M/sec):4|-35° to 82°:Choose_Maximum_Belt_Speed_Msec|Choose_Temperature_Range_C:Temperature Range (C)|Temperature Range (F):-30° to 180°|Mild Steel Powdercoat:Choose_Temperature_Range_F|Choose_Cleaner_Material:Cleaner Material|Pole Diameter (in.):2 7/8|Pole Diameter (mm):73|Blade Configuration:Single|Carbide/Polyurethane:Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|CEMA Rating:Class 4
EN8872,91675,79965,Belt Width (in.):60|1500:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Weight (kg):105.9|Weight (lbs):233.5|Tensioner:SAT XD Tensioner|4 1/2:Choose_Tensioner|115:Horizontal Clearance Required (in.)|104:Horizontal Clearance Required (mm)|2600:Maximum Conveyor Span (in.)|114:Maximum Conveyor Span (mm)|2850:Pole Length (in.)|9:Pole Length (mm)|229:Vertical Clearance Required (in.)|800:Vertical Clearance Required (mm)|Choose_Maximum_Belt_Speed_FPM:Maximum Belt Speed (FPM)|Maximum Belt Speed (M/sec):4|-35° to 82°:Choose_Maximum_Belt_Speed_Msec|Choose_Temperature_Range_C:Temperature Range (C)|Temperature Range (F):-30° to 180°|Mild Steel Powdercoat:Choose_Temperature_Range_F|Choose_Cleaner_Material:Cleaner Material|Pole Diameter (in.):2 7/8|Pole Diameter (mm):73|Blade Configuration:Single|Carbide/Polyurethane:Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|CEMA Rating:Class 4
EN8861,91676,79943,Belt Width (in.):60|1500:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Weight (kg):114.3|Weight (lbs):252.0|Tensioner:SST Spring Tensioner|4 1/2:Choose_Tensioner|115:Horizontal Clearance Required (in.)|104:Horizontal Clearance Required (mm)|2600:Maximum Conveyor Span (in.)|114:Maximum Conveyor Span (mm)|2850:Pole Length (in.)|9:Pole Length (mm)|229:Vertical Clearance Required (in.)|800:Vertical Clearance Required (mm)|Choose_Maximum_Belt_Speed_FPM:Maximum Belt Speed (FPM)|Maximum Belt Speed (M/sec):4|-35° to 82°:Choose_Maximum_Belt_Speed_Msec|Choose_Temperature_Range_C:Temperature Range (C)|Temperature Range (F):-30° to 180°|Mild Steel Powdercoat:Choose_Temperature_Range_F|Choose_Cleaner_Material:Cleaner Material|Pole Diameter (in.):2 7/8|Pole Diameter (mm):73|Blade Configuration:Single|Carbide/Polyurethane:Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|CEMA Rating:Class 4
EN8873,91677,79966,Belt Width (in.):72|1800:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Weight (kg):118.6|Weight (lbs):261.5|Tensioner:SAT XD Tensioner|4 1/2:Choose_Tensioner|115:Horizontal Clearance Required (in.)|116:Horizontal Clearance Required (mm)|2900:Maximum Conveyor Span (in.)|126:Maximum Conveyor Span (mm)|3150:Pole Length (in.)|9:Pole Length (mm)|229:Vertical Clearance Required (in.)|800:Vertical Clearance Required (mm)|Choose_Maximum_Belt_Speed_FPM:Maximum Belt Speed (FPM)|Maximum Belt Speed (M/sec):4|-35° to 82°:Choose_Maximum_Belt_Speed_Msec|Choose_Temperature_Range_C:Temperature Range (C)|Temperature Range (F):-30° to 180°|Mild Steel Powdercoat:Choose_Temperature_Range_F|Choose_Cleaner_Material:Cleaner Material|Pole Diameter (in.):2 7/8|Pole Diameter (mm):73|Blade Configuration:Single|Carbide/Polyurethane:Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|CEMA Rating:Class 4
EN8862,91718,79944,Belt Width (in.):72|1800:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Weight (kg):127.0|Weight (lbs):280.0|Tensioner:SST Spring Tensioner|4 1/2:Choose_Tensioner|115:Horizontal Clearance Required (in.)|116:Horizontal Clearance Required (mm)|2900:Maximum Conveyor Span (in.)|126:Maximum Conveyor Span (mm)|3150:Pole Length (in.)|9:Pole Length (mm)|229:Vertical Clearance Required (in.)|800:Vertical Clearance Required (mm)|Choose_Maximum_Belt_Speed_FPM:Maximum Belt Speed (FPM)|Maximum Belt Speed (M/sec):4|-35° to 82°:Choose_Maximum_Belt_Speed_Msec|Choose_Temperature_Range_C:Temperature Range (C)|Temperature Range (F):-30° to 180°|Mild Steel Powdercoat:Choose_Temperature_Range_F|Choose_Cleaner_Material:Cleaner Material|Pole Diameter (in.):2 7/8|Pole Diameter (mm):73|Blade Configuration:Single|Carbide/Polyurethane:Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|CEMA Rating:Class 4
EN8874,91719,79967,Belt Width (in.):84|2100:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Weight (kg):113.3|Weight (lbs):289.5|Tensioner:SAT XD Tensioner|4 1/2:Choose_Tensioner|115:Horizontal Clearance Required (in.)|128:Horizontal Clearance Required (mm)|3200:Maximum Conveyor Span (in.)|138:Maximum Conveyor Span (mm)|3450:Pole Length (in.)|9:Pole Length (mm)|229:Vertical Clearance Required (in.)|800:Vertical Clearance Required (mm)|Choose_Maximum_Belt_Speed_FPM:Maximum Belt Speed (FPM)|Maximum Belt Speed (M/sec):4|-35° to 82°:Choose_Maximum_Belt_Speed_Msec|Choose_Temperature_Range_C:Temperature Range (C)|Temperature Range (F):-30° to 180°|Mild Steel Powdercoat:Choose_Temperature_Range_F|Choose_Cleaner_Material:Cleaner Material|Pole Diameter (in.):2 7/8|Pole Diameter (mm):73|Blade Configuration:Single|Carbide/Polyurethane:Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|CEMA Rating:Class 4
EN8863,91720,79945,Belt Width (in.):84|2100:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Weight (kg):139.7|Weight (lbs):308.0|Tensioner:SST Spring Tensioner|4 1/2:Choose_Tensioner|115:Horizontal Clearance Required (in.)|128:Horizontal Clearance Required (mm)|3200:Maximum Conveyor Span (in.)|138:Maximum Conveyor Span (mm)|3450:Pole Length (in.)|9:Pole Length (mm)|229:Vertical Clearance Required (in.)|800:Vertical Clearance Required (mm)|Choose_Maximum_Belt_Speed_FPM:Maximum Belt Speed (FPM)|Maximum Belt Speed (M/sec):4|-35° to 82°:Choose_Maximum_Belt_Speed_Msec|Choose_Temperature_Range_C:Temperature Range (C)|Temperature Range (F):-30° to 180°|Mild Steel Powdercoat:Choose_Temperature_Range_F|Choose_Cleaner_Material:Cleaner Material|Pole Diameter (in.):2 7/8|Pole Diameter (mm):73|Blade Configuration:Single|Carbide/Polyurethane:Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|CEMA Rating:Class 4
EN8875,91721,79968,Belt Width (in.):96|2400:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Weight (kg):114.0|Weight (lbs):317.5|Tensioner:SAT XD Tensioner|4 1/2:Choose_Tensioner|115:Horizontal Clearance Required (in.)|140:Horizontal Clearance Required (mm)|3500:Maximum Conveyor Span (in.)|150:Maximum Conveyor Span (mm)|3750:Pole Length (in.)|9:Pole Length (mm)|229:Vertical Clearance Required (in.)|800:Vertical Clearance Required (mm)|Choose_Maximum_Belt_Speed_FPM:Maximum Belt Speed (FPM)|Maximum Belt Speed (M/sec):4|-35° to 82°:Choose_Maximum_Belt_Speed_Msec|Choose_Temperature_Range_C:Temperature Range (C)|Temperature Range (F):-30° to 180°|Mild Steel Powdercoat:Choose_Temperature_Range_F|Choose_Cleaner_Material:Cleaner Material|Pole Diameter (in.):2 7/8|Pole Diameter (mm):73|Blade Configuration:Single|Carbide/Polyurethane:Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|CEMA Rating:Class 4
EN8864,91722,79946,Belt Width (in.):96|2400:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Weight (kg):152.4|Weight (lbs):336.0|Tensioner:SST Spring Tensioner|4 1/2:Choose_Tensioner|115:Horizontal Clearance Required (in.)|140:Horizontal Clearance Required (mm)|3500:Maximum Conveyor Span (in.)|150:Maximum Conveyor Span (mm)|3750:Pole Length (in.)|9:Pole Length (mm)|229:Vertical Clearance Required (in.)|800:Vertical Clearance Required (mm)|Choose_Maximum_Belt_Speed_FPM:Maximum Belt Speed (FPM)|Maximum Belt Speed (M/sec):4|-35° to 82°:Choose_Maximum_Belt_Speed_Msec|Choose_Temperature_Range_C:Temperature Range (C)|Temperature Range (F):-30° to 180°|Mild Steel Powdercoat:Choose_Temperature_Range_F|Choose_Cleaner_Material:Cleaner Material|Pole Diameter (in.):2 7/8|Pole Diameter (mm):73|Blade Configuration:Single|Carbide/Polyurethane:Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|CEMA Rating:Class 4
EN8909,91743,91412,Weight (kg):4.6|Weight (lbs):10.2
EN8911,91748,91414,Weight (kg):18.6|Weight (lbs):41.0
EN8910,91749,91413,Weight (kg):19.7|Weight (lbs):43.5
EN8912,91758,91415,Weight (kg):5.3|Weight (lbs):11.6
EN8913,91759,91414,Weight (kg):2.3|Weight (lbs):5.0
EN8926,91836,67086,Belt Width (mm):2600|Choose_Belt_Width_mm
EN8917,91837,66126,Belt Width (mm):1050|Choose_Belt_Width_mm
EN8918,91838,66127,Belt Width (mm):1200|Choose_Belt_Width_mm
EN8919,91839,66128,Belt Width (mm):1350|Choose_Belt_Width_mm
EN8920,91840,66129,Belt Width (mm):1500|Choose_Belt_Width_mm
EN8921,91841,66130,Belt Width (mm):1650|Choose_Belt_Width_mm
EN8922,91842,67057,Belt Width (mm):1800|Choose_Belt_Width_mm
EN8923,91843,67084,Belt Width (mm):2000|Choose_Belt_Width_mm
EN8924,91844,67085,Belt Width (mm):2200|Choose_Belt_Width_mm
EN8925,91845,67058,Belt Width (mm):2400|Choose_Belt_Width_mm
EN8927,91886,67087,Belt Width (mm):2800|Choose_Belt_Width_mm
EN8928,91887,67088,Belt Width (mm):3000|Choose_Belt_Width_mm
EN8854,91888,66122,Belt Width (mm):450|Choose_Belt_Width_mm
EN8914,91889,66123,Belt Width (mm):600|Choose_Belt_Width_mm
EN8915,91890,66124,Belt Width (mm):750|Choose_Belt_Width_mm
EN8916,91891,66125,Belt Width (mm):900|Choose_Belt_Width_mm
EN8966,91961,482,Belt Thickness (mm):3.0 - 4.0|3.0 - 4.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:12|Fastener Material:Galvanized|Galvanized:Choose_Fastener_Material|Hinge Pin Included:Yes|Hinge Pin Material:Perlon|Perlon:Choose_Hinge_Pin_Material|Hook Size:2|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):50|50:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.8-2.0|Weight (kg):.46|Wire Diameter (mm):1.2|1.2:Choose_Wire_Diameter_mm|Pitch (mm):3.67|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8992,91962,16929,Belt Thickness (mm):3.0 - 4.0|3.0 - 4.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:12|Fastener Material:High Tensile|High Tensile:Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:2|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):50|50:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.8-2.0|Weight (kg):.52|Wire Diameter (mm):1.2|1.2:Choose_Wire_Diameter_mm|Pitch (mm):3.67|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8978,91963,512,Belt Thickness (mm):3.0 - 4.0|3.0 - 4.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:12|Fastener Material:Stainless (Type 430)|Stainless (Type 430):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:2|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):50|50:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.8-2.0|Weight (kg):.44|Wire Diameter (mm):1.2|1.2:Choose_Wire_Diameter_mm|Pitch (mm):3.67|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8985,91964,452,Belt Thickness (mm):3.0 - 4.0|3.0 - 4.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:12|Fastener Material:Stainless (Type 316)|Stainless (Type 316):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:2|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):50|50:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.8-2.0|Weight (kg):.46|Wire Diameter (mm):1.2|1.2:Choose_Wire_Diameter_mm|Pitch (mm):3.67|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8937,91965,17136,Belt Thickness (mm):2.0-3.0|2.0-3.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Hastelloy|Hastelloy:Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:30LL|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.5-1.8|Weight (kg):.60|Wire Diameter (mm):.8|.8:Choose_Wire_Diameter_mm|Pitch (mm):2.54|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8936,91966,980,Belt Thickness (mm):1.5-2.0|1.5-2.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Hastelloy|Hastelloy:Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:30LLSP|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.5-1.8|Weight (kg):.58|Wire Diameter (mm):.8|.8:Choose_Wire_Diameter_mm|Pitch (mm):2.54|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8930,91967,17138,Belt Thickness (mm):1.5-2.0|1.5-2.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Stainless (Type 316)|Stainless (Type 316):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:30LLSP|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.5-1.8|Weight (kg):.32|Wire Diameter (mm):.8|.8:Choose_Wire_Diameter_mm|Pitch (mm):2.54|Strip Length (mm):150|150:Choose_Strip_Length_mm
EN8934,91968,302,Belt Thickness (mm):1.5-2.0|1.5-2.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Stainless (Type 316)|Stainless (Type 316):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:30LLSP|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.5-1.8|Weight (kg):.56|Wire Diameter (mm):.8|.8:Choose_Wire_Diameter_mm|Pitch (mm):2.54|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8931,91969,17137,Belt Thickness (mm):2.0-3.0|2.0-3.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Stainless (Type 316)|Stainless (Type 316):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:30LL|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.5-1.8|Weight (kg):.32|Wire Diameter (mm):.8|.8:Choose_Wire_Diameter_mm|Pitch (mm):2.54|Strip Length (mm):150|150:Choose_Strip_Length_mm
EN8972,91970,16928,Belt Thickness (mm):3.0 - 4.0|3.0 - 4.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:12|Fastener Material:Galvanized|Galvanized:Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:2|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):50|50:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.8-2.0|Weight (kg):.44|Wire Diameter (mm):1.2|1.2:Choose_Wire_Diameter_mm|Pitch (mm):3.67|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8935,92011,809,Belt Thickness (mm):2.0-3.0|2.0-3.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Stainless (Type 316)|Stainless (Type 316):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:30LL|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.5-1.8|Weight (kg):.58|Wire Diameter (mm):.8|.8:Choose_Wire_Diameter_mm|Pitch (mm):2.54|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8814,92012,17143,Belt Thickness (mm):1.5-2.0|1.5-2.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Stainless (Type 316)|Stainless (Type 316):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:30SP|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):50|50:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.5-1.8|Weight (kg):.24|Wire Diameter (mm):.8|.8:Choose_Wire_Diameter_mm|Pitch (mm):2.54|Strip Length (mm):150|150:Choose_Strip_Length_mm
EN8932,92013,300,Belt Thickness (mm):1.5-2.0|1.5-2.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Stainless (Type 316)|Stainless (Type 316):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:30SP|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):50|50:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.5-1.8|Weight (kg):.48|Wire Diameter (mm):.8|.8:Choose_Wire_Diameter_mm|Pitch (mm):2.54|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8929,92014,17135,Belt Thickness (mm):2.0-3.0|2.0-3.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Stainless (Type 316)|Stainless (Type 316):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:30|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):50|50:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.5-1.8|Weight (kg):.26|Wire Diameter (mm):.8|.8:Choose_Wire_Diameter_mm|Pitch (mm):2.54|Strip Length (mm):150|150:Choose_Strip_Length_mm
EN8933,92015,301,Belt Thickness (mm):2.0-3.0|2.0-3.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Stainless (Type 316)|Stainless (Type 316):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:30|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):50|50:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.5-1.8|Weight (kg):.50|Wire Diameter (mm):.8|.8:Choose_Wire_Diameter_mm|Pitch (mm):2.54|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8938,92016,17144,Belt Thickness (mm):2.0-3.0|2.0-3.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Stainless (Type 316)|Stainless (Type 316):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:35LL|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.5-1.8|Weight (kg):.68|Wire Diameter (mm):.9|.9:Choose_Wire_Diameter_mm|Pitch (mm):2.54|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8973,92017,17132,Belt Thickness (mm):4.0 - 5.0|4.0 - 5.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:12|Fastener Material:Galvanized|Galvanized:Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:3|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):2.0-2.5|Weight (kg):.48|Wire Diameter (mm):1.2|1.2:Choose_Wire_Diameter_mm|Pitch (mm):3.67|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8967,92018,483,Belt Thickness (mm):4.0 - 5.0|4.0 - 5.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:12|Fastener Material:Galvanized|Galvanized:Choose_Fastener_Material|Hinge Pin Included:Yes|Hinge Pin Material:Perlon|Perlon:Choose_Hinge_Pin_Material|Hook Size:3|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):2.0-2.5|Weight (kg):.50|Wire Diameter (mm):1.2|1.2:Choose_Wire_Diameter_mm|Pitch (mm):3.67|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8993,92019,698,Belt Thickness (mm):4.0 - 5.0|4.0 - 5.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:12|Fastener Material:High Tensile|High Tensile:Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:3|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):2.0-2.5|Weight (kg):.58|Wire Diameter (mm):1.2|1.2:Choose_Wire_Diameter_mm|Pitch (mm):3.67|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8979,92020,513,Belt Thickness (mm):4.0 - 5.0|4.0 - 5.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:12|Fastener Material:Stainless (Type 430)|Stainless (Type 430):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:3|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):2.0-2.5|Weight (kg):.48|Wire Diameter (mm):1.2|1.2:Choose_Wire_Diameter_mm|Pitch (mm):3.67|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8986,92061,453,Belt Thickness (mm):4.0 - 5.0|4.0 - 5.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:12|Fastener Material:Stainless (Type 316)|Stainless (Type 316):Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:3|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):2.0-2.5|Weight (kg):.50|Wire Diameter (mm):1.2|1.2:Choose_Wire_Diameter_mm|Pitch (mm):3.67|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8940,92062,640,Belt Thickness (mm):3.0-4.0|3.0-4.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Galvanized|Galvanized:Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:40|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):50|50:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.8-2.0|Weight (kg):.36|Wire Diameter (mm):1.00|1.00:Choose_Wire_Diameter_mm|Pitch (mm):3.175|Strip Length (mm):150|150:Choose_Strip_Length_mm
EN8944,92063,492,Belt Thickness (mm):3.0-4.0|3.0-4.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Galvanized|Galvanized:Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:40|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):50|50:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.8-2.0|Weight (kg):.62|Wire Diameter (mm):1.00|1.00:Choose_Wire_Diameter_mm|Pitch (mm):3.175|Strip Length (mm):300|300:Choose_Strip_Length_mm
EN8942,92064,670,Belt Thickness (mm):3.0-4.0|3.0-4.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Galvanized|Galvanized:Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:40LL|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.8-2.0|Weight (kg):.38|Wire Diameter (mm):1.00|1.00:Choose_Wire_Diameter_mm|Pitch (mm):3.175|Strip Length (mm):150|150:Choose_Strip_Length_mm
EN8946,92065,494,Belt Thickness (mm):3.0-4.0|3.0-4.0:Choose_Belt_Thickness_mm|Cards or Strips per Box:24|Fastener Material:Galvanized|Galvanized:Choose_Fastener_Material|Hinge Pin Included:No|Hook Size:40LL|Hook Style:Carded|Carded:Choose_Hook_Style|Minimum Pulley Diameter (mm):75|75:Choose_Minimum_Pulley_Diameter_mm|Required Pin Diameter (mm):1.8-2.0|Weight (kg):.72|Wire Diameter (mm):1.00|1.00:Choose_Wire_Diameter_mm|Pitch (mm):3.175|Strip Length (mm):300|300:Choose_Strip_Length_mm
