id,catalog_number,attributes
1308191,ESW-105V18A-R45,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE1
1308190,ESW-105V18A-R44,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE1
5901896,ESW-B18D15E-R31,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE1
5900909,ESW-B18D15H-R32,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE1
5900908,ESW-B18D15A-R32,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE1
5900902,ESW-B12D15H-R30,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE1
5900901,ESW-B12D15E-R30,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE1
5814119,ESW-B18D15E-R32,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE1
5789509,ESW-B9D15E-R28,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE1
5901900,ESW-B18V24A-R31,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
5901898,ESW-B9V24A-R24,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
5900896,ESW-105V24A-R44,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
5829032,ESW-B18V24A-R32,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
5816724,ESW-B32V24E-R34,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
5807536,ESW-B9V24A-R26,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
5791318,ESW-B9V24A-R29,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308319,ESW-95V24E-R43,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308318,ESW-95V24A-R43,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308309,ESW-80V24E-R41,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308307,ESW-80V24A-R41,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308295,ESW-65V24E-R39,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308291,ESW-65V24A-R39,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308276,ESW-50V24E-R38,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308275,ESW-50V24E-R36,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308274,ESW-50V24C-R38,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308273,ESW-50V24A-R38,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308261,ESW-40V24E-R35,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308260,ESW-40V24A-R35,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308196,ESW-105V24E-R45,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308195,ESW-105V24E-R44,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308194,ESW-105V24A-R45,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
5902889,ESW-B18D77E-R32,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 208V50/60Hz | Degree of protection: TYPE1
5900907,ESW-B18D02A-R32,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 24V50/60HZ | Degree of protection: TYPE1
5900899,ESW-B12D02H-R30,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 24V50/60HZ | Degree of protection: TYPE1
5900910,ESW-B18D33A-R32,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 380V50/60HZ | Degree of protection: TYPE1
5900897,ESW-105V47E-R45,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308321,ESW-95V47E-R43,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308320,ESW-95V47A-R43,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308313,ESW-80V47E-R41,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308312,ESW-80V47C-R41,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308311,ESW-80V47A-R41,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308301,ESW-65V47E-R39,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308299,ESW-65V47C-R39,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308298,ESW-65V47A-R39,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308282,ESW-50V47E-R38,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308279,ESW-50V47A-R38,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308265,ESW-40V47E-R35,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308264,ESW-40V47C-R35,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308263,ESW-40V47A-R35,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308199,ESW-105V47E-R44,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308198,ESW-105V47A-R45,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
1308197,ESW-105V47A-R44,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
5902878,ESW-B9D39E-R23,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
5902877,ESW-B9D39A-R29,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
5901909,ESW-B12D39E-R30,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
5901907,ESW-B9D39E-R29,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
5901906,ESW-B25D39E-R33,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
5901905,ESW-B18D39E-R31,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
5900913,ESW-B18D39H-R32,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
5900904,ESW-B12D39H-R30,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
5828979,ESW-B9D39A-R25,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
5824911,ESW-B32D39E-R34,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
5789492,ESW-B32D39A-R34,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
5903035,ESW-B18D45E-R32,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 600V50/60Hz | Degree of protection: TYPE1
5902642,ESW-B9D45E-R23,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 600V50/60Hz | Degree of protection: TYPE1
5900905,ESW-B12D45E-R30,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 600V50/60Hz | Degree of protection: TYPE1
5902875,ESW-B9D15A-R23,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE1
5901895,ESW-B18D15A-R31,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE1
5902876,ESW-B9V24E-R23,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
5901901,ESW-B18V24E-R31,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
5901899,ESW-B9V24E-R24,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
5900906,ESW-B12V24A-R30,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308293,ESW-65V24C-R40,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE1
1308280,ESW-50V47C-R38,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE1
5901904,ESW-B18D39A-R31,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
5817771,ESW-B9D39A-R24,Start Type: Direct Three-phase | Assembly method (start key): Metallic Crate | Reference: ESW | Rated operational voltage: Ue<=600V | Control voltage: 480V50/60HZ | Degree of protection: TYPE1
1308574,PESW-9V18AX-R27,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308573,PESW-9V18AX-R26,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308520,PESW-18V18AX-R32,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308560,PESW-80V24AX-R41,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308550,PESW-50V47AX-R38,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE4X
1308583,PESW-9V18EX-R29,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308582,PESW-9V18EX-R28,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308581,PESW-9V18EX-R27,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308580,PESW-9V18EX-R26,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308579,PESW-9V18EX-R25,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308576,PESW-9V18AX-R29,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308575,PESW-9V18AX-R28,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308570,PESW-9V18AX-R23,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308565,PESW-95V18EX-R43,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308564,PESW-95V18AX-R43,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308559,PESW-80V18EX-R41,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308558,PESW-80V18AX-R41,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308553,PESW-65V18EX-R39,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308552,PESW-65V18AX-R39,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308547,PESW-50V18EX-R38,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308546,PESW-50V18AX-R38,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308541,PESW-40V18EX-R35,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308540,PESW-40V18AX-R35,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308535,PESW-32V18EX-R34,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308534,PESW-32V18AX-R34,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308528,PESW-25V18EX-R33,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308521,PESW-18V18EX-R32,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308516,PESW-12V18EX-R30,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308509,PESW-105V18EX-R45,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308508,PESW-105V18EX-R44,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308507,PESW-105V18AX-R45,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
1308506,PESW-105V18AX-R44,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 110V50HZ/120V60HZ | Degree of protection: TYPE4X
5901688,PESW-B38D15EX-R69,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
5901687,PESW-B38D15AX-R69,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
5741287,PESW-B9D15EX-R63,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
5741286,PESW-B9D15EX-R62,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
5741285,PESW-B9D15EX-R61,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
5741284,PESW-B9D15EX-R60,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
5741283,PESW-B9D15EX-R59,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
