file_name,catalog_number,attribute_name,attribute_value
1%20(451),100281,Product Specification,Through Hole Diameter = 0.141
1%20(451),100281,Hose Length (ft),1
1%20(451),100281,Type,Hose
1%20(451),100281,Outside Diameter (in),0.62
1%20(451),100281,Inside Diameter (in),0.25
1%20(452),100282,Product Specification,Through Hole Diameter = 0.141
1%20(452),100282,Hose Length (ft),2
1%20(452),100282,Type,Hose
1%20(452),100282,Outside Diameter (in),0.62
1%20(452),100282,Inside Diameter (in),0.25
1%20(453),100283,Product Specification,Through Hole Diameter = 0.141
1%20(453),100283,Hose Length (ft),3
1%20(453),100283,Type,Hose
1%20(453),100283,Outside Diameter (in),0.62
1%20(453),100283,Inside Diameter (in),0.25
1%20(454),100285,Product Specification,Through Hole Diameter = 0.141
1%20(454),100285,Hose Length (ft),5
1%20(454),100285,Type,Hose
1%20(454),100285,Outside Diameter (in),0.62
1%20(454),100285,Inside Diameter (in),0.25
1%20(455),100286,Product Specification,Through Hole Diameter = 0.141
1%20(455),100286,Hose Length (ft),10
1%20(455),100286,Type,Hose
1%20(455),100286,Outside Diameter (in),0.62
1%20(455),100286,Inside Diameter (in),0.25
1%20(456),100287,Product Specification,Through Hole Diameter = 0.141
1%20(456),100287,Hose Length (ft),15
1%20(456),100287,Type,Hose
1%20(456),100287,Outside Diameter (in),0.62
1%20(456),100287,Inside Diameter (in),0.25
1%20(457),100290,Hose Length (ft),50
1%20(457),100290,Type,Tubing
1%20(457),100290,Outside Diameter (in),0.25
1%20(457),100290,Inside Diameter (in),0.18
1%20(458),9636-12,Product Specification,"Color (ASTM) = 2, Flash Point 400 F, Hydraulic Oil, Grade (ASTM) 215 Pour Point (deg F)= -30"
1%20(458),9636-12,Type,Hydraulic_Fluid
1%20(458),9636-12,Size (gal),0.25
1%20(459),9637-4,Product Specification,"Color (ASTM) = 2, Flash Point 400 F, Hydraulic Oil, Grade (ASTM) 215 Pour Point (deg F)= -30"
1%20(459),9637-4,Type,Hydraulic_Fluid
1%20(459),9637-4,Size (gal),1
1%20(46),100973,Product Specification,Valve Sub-Plate Manifold
1%20(460),9638-2,Product Specification,"Color (ASTM) = 2, Flash Point 400 F, Hydraulic Oil, Grade (ASTM) 215 Pour Point (deg F)= -30"
1%20(460),9638-2,Type,Hydraulic_Fluid
1%20(460),9638-2,Size (gal),2.5
1%20(461),9639-4,Product Specification,"Color (ASTM) = Light Amber, Flash Point 500 F, Flame-Out Fir Resistant, Grade (ASTM) 220 Pour Point (deg F)= -15"
1%20(461),9639-4,Type,Hydraulic_Fluid
1%20(461),9639-4,Size (gal),1
1%20(462),10430,Product Specification,Fitting Style = Compression Tube
1%20(462),10430,Tube Size (in),0.375
1%20(464),10617,Female Thread Size,1/8 NPTF
1%20(464),10617,Male Thread Size,1/8 NPTF
1%20(465),10645,Type,45 Degree Pipe Adapter
1%20(465),10645,Female Thread Size,1/4 NPTF
1%20(465),10645,Male Thread Size,1/4 NPTF
1%20(466),10655,Type,45 Degree Compression Tube To Pipe
1%20(466),10655,Tube Size (in),0.375
1%20(467),10659,Type,Union (Compression Tube)
1%20(467),10659,Tube Size (in),0.375
1%20(468),10661,Type,Male Connector Compression Tube To Pipe C
1%20(468),10661,Tube Size (in),0.375
1%20(469),10665,Type,90 Degree Compression Tube To Pipe
1%20(469),10665,Tube Size (in),0.375
1%20(47),100974,Product Specification,Check Valve Sub-Plate Manifold
1%20(470),10669,Type,Male Run Compression Tube To Pipe MRT
1%20(470),10669,Tube Size (in),0.375
1%20(471),10670,Type,Tee Compression Tube To Pipe MBT
1%20(471),10670,Tube Size (in),0.375
1%20(472),10672,Product Specification,"Port 1 Thread Size = 1/4 NPTF, Port 2 Thread Size = 1/4 NPTF"
1%20(472),10672,Type,Male Pipe (Straight)
1%20(473),11310,Product Specification,Swivel Thread Size 1/8 NPSM
1%20(473),11310,Type,Swivel Apabter Pipe SA
1%20(473),11310,Pipe Thread Size,1/4 NPTF
1%20(474),11421,Product Specification,"Port 1 Thread Size = 1/8 NPTF, Port 2 Thread Size = 1/8 NPTF"
1%20(474),11421,Type,Male Pipe (Straight)
1%20(475),11628,Type,Flared Tube To Pipe (Straight)
1%20(475),11628,Flare Thread Size,9/16-18 UNF
1%20(475),11628,Pipe Thread Size,3/8 NPTF
1%20(476),12328,Product Specification,"Port 1 Thread Size = 3/8 NPTF, Port 2 Thread Size = 1/4 NPTF"
1%20(476),12328,Type,Male Pipe (Straight)
1%20(477),12740,Type,Female Pipe Connector S
1%20(477),12740,Pipe Thread Size,1/4 NPTF
1%20(478),13031,Product Specification,Fitting Style = Compression Tube
1%20(478),13031,Tube Size (in),0.25
1%20(479),13229,Female Thread Size,1/4 NPTF
1%20(479),13229,Male Thread Size,1/8 NPTF
1%20(48),100975,Product Specification,Two-Station Manifold
1%20(480),13269,Type,Reducer (Pipe)
1%20(480),13269,Female Thread Size,1/8 NPTF
1%20(480),13269,Male Thread Size,1/4 NPTF
1%20(481),13864,Female Thread Size,1/4 NPTF
1%20(481),13864,Male Thread Size,1/4 NPTF
1%20(482),15050,Type,Male Run Compression Tube To Pipe MRT
1%20(482),15050,Tube Size (in),0.25
1%20(483),15052,Type,90 Degree Compression Tube To Pipe
1%20(483),15052,Tube Size (in),0.25
1%20(484),15053,Type,45 Degree Compression Tube To Pipe
1%20(484),15053,Tube Size (in),0.25
1%20(485),15054,Type,Union (Compression Tube)
1%20(485),15054,Tube Size (in),0.25
1%20(486),15055,Type,Tee Compression Tube To Pipe MBT
1%20(486),15055,Tube Size (in),0.25
1%20(487),15058,Type,Compression Tube
1%20(487),15058,Tube Size (in),0.25
1%20(488),15059,Type,90 Degree Elbow Compression Tube
1%20(488),15059,Tube Size (in),0.25
1%20(489),15060,Type,Union (Compression Tube) S
1%20(489),15060,Tube Size (in),0.25
1%20(49),110166,Product Specification,"4-Way, 3-Pos, Closed Center 100V"
1%20(49),110166,Max Operating Pressure (psi),5000
1%20(490),15061,Type,Male Connector Compression Tube To Pipe C
1%20(490),15061,Tube Size (in),0.25
1%20(491),15069,Product Specification,Swivel Thread Size 1/4 NPSM
1%20(491),15069,Type,Swivel Apabter Pipe SA
1%20(491),15069,Pipe Thread Size,1/4 NPTF
1%20(492),15235,Type,Female To Male Pipe A
1%20(492),15235,Female Thread Size,1/4 NPTF
1%20(492),15235,Male Thread Size,1/8 NPTF
1%20(495),16691,Product Specification,"Port 1 Thread Size = 1/4 NPTF, Port 2 Thread Size = 1/8 NPTF"
1%20(495),16691,Type,Male Pipe (Straight)
1%20(496),17278,Type,Compression Tube
1%20(496),17278,Tube Size (in),0.375
1%20(497),19121,Type,45 Degree Pipe Adapter
1%20(497),19121,Female Thread Size,1/8 NPTF
1%20(497),19121,Male Thread Size,1/8 NPTF
1%20(498),19527,Type,ORB To Female Pipe A
1%20(498),19527,O-Ring Boss Thread Size,9/16-18 UNF SAE-6
1%20(498),19527,Pipe Thread Size,1/4 NPTF
1%20(499),100169,Outside Diameter (in),0.5
1%20(499),100169,Inside Diameter (in),0.234
1%20(5),500149,Max Operating Pressure (psi),5000
1%20(50),110167,Product Specification,"4-Way, 3-Pos, Closed Center 100V"
1%20(50),110167,Max Operating Pressure (psi),5000
1%20(500),110048,Type,Air Bleed Valve
1%20(500),110048,Hex Width (in),0.562
1%20(501),110049,Type,Air Bleed Valve
1%20(501),110049,Hex Width (in),0.562
1%20(502),205790,Type,Tee Compression Tube To Pipe MBT
1%20(502),205790,Tube Size (in),0.25
1%20(503),205791,Type,Male Run Compression Tube To Pipe MRT
1%20(503),205791,Tube Size (in),0.25
1%20(504),205792,Type,90 Degree Compression Tube To Pipe
1%20(504),205792,Tube Size (in),0.25
1%20(506),206330,Product Specification,Cracking Pressure = 5
1%20(506),206330,Type,Check Valve
1%20(506),206330,Hex Width (in),0.75
1%20(507),210312,Type,ORB To Female Pipe A
1%20(507),210312,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(507),210312,Pipe Thread Size,1/4 NPTF
1%20(508),215373,Product Specification,"Port 1 Thread Size = 1/8 NPTF, Port 2 Thread Size = 1/16 NPTF"
1%20(508),215373,Type,Male Pipe (Straight)
1%20(509),216437,Type,Metering Valve
1%20(509),216437,Hex Width (in),0.75
1%20(509),216437,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(509),216437,Pipe Thread Size,1/4 NPTF
1%20(51),110168,Product Specification,"3-Way, 2-Pos, 110V"
1%20(51),110168,Max Operating Pressure (psi),5000
1%20(510),250211,Type,90 Degree Elbow Compression Tube
1%20(510),250211,Tube Size (in),0.375
1%20(511),250212,Type,Union (Compression Tube) S
1%20(511),250212,Tube Size (in),0.375
1%20(512),250605,Type,90 Degree Flared Tube To ORB
1%20(512),250605,Flare Thread Size,7/16-20 UNF
1%20(512),250605,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(513),250685,Type,Male Connector Compression Tube To ORB C
1%20(513),250685,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(513),250685,Tube Size (in),0.25
1%20(514),250686,Type,Male Connector Compression Tube To ORB C
1%20(514),250686,O-Ring Boss Thread Size,9/16-18 UNF SAE-6
1%20(514),250686,Tube Size (in),0.375
1%20(515),250687,Type,90 Degree Elbow Compression Tube To ORB
1%20(515),250687,Tube Size (in),0.25
1%20(516),250688,Type,90 Degree Elbow Compression Tube To ORB
1%20(516),250688,Tube Size (in),0.375
1%20(517),250689,Type,Tee Compression Tube To ORB MBT
1%20(517),250689,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(517),250689,Tube Size (in),0.25
1%20(518),250690,Product Specification,Swivel Thread Size 1/4 NPSM
1%20(518),250690,Type,Swivel Apabter ORB SA
1%20(518),250690,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(519),250691,Product Specification,Swivel Thread Size 3/8 NPSM
1%20(519),250691,Type,Swivel Apabter ORB SA
1%20(519),250691,O-Ring Boss Thread Size,9/16-18 UNF SAE-6
1%20(52),110169,Product Specification,"3-Way, 2-Pos, 24V DC"
1%20(52),110169,Max Operating Pressure (psi),5000
1%20(520),250692,Product Specification,Swivel Thread Size 1/4 NPSM
1%20(520),250692,Type,90 Degree Swivel Adapter
1%20(520),250692,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(522),251827,Type,Accumulator Metering Valve
1%20(522),251827,Flare Thread Size,9/16-18 UNF
1%20(522),251827,Hex Width (in),0.75
1%20(522),251827,Pipe Thread Size,1/4 NPT
1%20(523),252128,Type,Female To Male Pipe A
1%20(523),252128,Female Thread Size,7/16-20 UNF SAE-4
1%20(523),252128,Male Thread Size,1/4 NPTF
1%20(524),252586,Type,Accumulator Metering Valve
1%20(524),252586,Flare Thread Size,9/16-18 UNF
1%20(524),252586,Hex Width (in),0.75
1%20(525),252996,Type,Male Tee (37 Deg Flare)
1%20(526),252997,Type,Male Tee (37 Deg Flare)
1%20(527),252998,Type,Female Tee (Pipe)
1%20(528),252999,Type,Flared Tube
1%20(529),253000,Type,Flared Tube
1%20(53),500171,Product Specification,"Check Valve Location Outlet, Cracking Pressure = 2"
1%20(53),500171,Hex Width (in),0.75
1%20(530),253001,Type,Female Pipe
1%20(531),253007,Type,90 Degree Elbow 37 Degree Flared Tube
1%20(532),253008,Type,90 Degree Elbow 37 Degree Flared Tube
1%20(533),253009,Type,90 Degree Flared Tube To Pipe
1%20(533),253009,Flare Thread Size,7/16-20 UNF
1%20(533),253009,Pipe Thread Size,1/4 NPTF
1%20(534),253010,Type,90 Degree Flared Tube To Pipe
1%20(534),253010,Flare Thread Size,9/16-18 UNF
1%20(534),253010,Pipe Thread Size,3/8 NPTF
1%20(535),253011,Type,90 Degree Flared Tube To ORB
1%20(535),253011,Flare Thread Size,9/16-18 UNF
1%20(535),253011,O-Ring Boss Thread Size,9/16-18 UNF SAE-6
1%20(536),253012,Type,90 Degree Flared Tube To ORB
1%20(536),253012,Flare Thread Size,9/16-18 UNF
1%20(536),253012,O-Ring Boss Thread Size,3/4-16 UNF SAE-8
1%20(537),253013,Type,90 Degree Flared Tube To ORB
1%20(537),253013,Flare Thread Size,9/16-18 UNF
1%20(537),253013,O-Ring Boss Thread Size,7/8-14 UNF SAE-10
1%20(538),253014,Type,45 Degree Flared Tube To Pipe
1%20(538),253014,Flare Thread Size,7/16-20 UNF
1%20(538),253014,Pipe Thread Size,1/4 NPTF
1%20(539),253015,Type,45 degree Flared Tube To ORB
1%20(539),253015,Flare Thread Size,7/16-20 UNF
1%20(539),253015,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(54),500172,Product Specification,"Check Valve Location Inlet, Cracking Pressure = 2"
1%20(54),500172,Hex Width (in),0.75
1%20(540),253016,Type,45 Degree Flared Tube To Pipe
1%20(540),253016,Flare Thread Size,9/16-18 UNF
1%20(540),253016,Pipe Thread Size,1/4 NPTF
1%20(541),253017,Type,45 Degree Flared Tube To Pipe
1%20(541),253017,Flare Thread Size,9/16-18 UNF
1%20(541),253017,Pipe Thread Size,3/8 NPTF
1%20(542),253018,Type,45 degree Flared Tube To ORB
1%20(542),253018,Flare Thread Size,9/16-18 UNF
1%20(542),253018,O-Ring Boss Thread Size,9/16-18 UNF SAE-6
1%20(543),253019,Type,Flared Tube To Pipe (Straight)
1%20(543),253019,Flare Thread Size,7/16-20 UNF
1%20(543),253019,Pipe Thread Size,1/8 NPTF
1%20(544),253020,Type,Flared Tube to ORB S
1%20(544),253020,Flare Thread Size,7/16-20 UNF
1%20(544),253020,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(545),253021,Type,Flared Tube to ORB S
1%20(545),253021,Flare Thread Size,9/16-18 UNF
1%20(545),253021,O-Ring Boss Thread Size,9/16-18 UNF SAE-6
1%20(546),253022,Type,Male Run Flared Tube To Pipe MRT
1%20(546),253022,Flare Thread Size,7/16-20 UNF
1%20(546),253022,Pipe Thread Size,1/8 NPTF
1%20(547),253023,Type,Male Run Flared Tube To Pipe MRT
1%20(547),253023,Flare Thread Size,7/16-20 UNF
1%20(547),253023,Pipe Thread Size,1/4 NPTF
1%20(548),253024,Type,Male Branch Tee Flared Tube To ORB MBT
1%20(548),253024,Flare Thread Size,7/16-20 UNF
1%20(548),253024,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(549),253025,Type,Male Run Flared Tube To Pipe MRT
1%20(549),253025,Flare Thread Size,9/16-18 UNF
1%20(549),253025,Pipe Thread Size,1/4 NPTF
1%20(55),500173,Product Specification,"Check Valve Location Outlet, Cracking Pressure = 2"
1%20(55),500173,Hex Width (in),0.625
1%20(550),253026,Type,Male Run Flared Tube To Pipe MRT
1%20(550),253026,Flare Thread Size,9/16-18 UNF
1%20(550),253026,Pipe Thread Size,3/8 NPTF
1%20(551),253027,Type,Male Branch Tee Flared Tube To ORB MBT
1%20(551),253027,Flare Thread Size,7/16-20 UNF
1%20(551),253027,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(552),253028,Type,Male Branch Flared Tube To Pipe MBT
1%20(552),253028,Flare Thread Size,7/16-20 UNF
1%20(552),253028,Pipe Thread Size,1/8 NPTF
1%20(553),253029,Type,Male Branch Tee Flared Tube To ORB MBT
1%20(553),253029,Flare Thread Size,7/16-20 UNF
1%20(553),253029,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(554),253030,Type,Male Branch Flared Tube To Pipe MBT
1%20(554),253030,Flare Thread Size,9/16-18 UNF
1%20(554),253030,Pipe Thread Size,1/4 NPTF
1%20(555),253031,Type,Male Branch Tee Flared Tube To ORB MBT
1%20(555),253031,Flare Thread Size,7/16-20 UNF
1%20(555),253031,O-Ring Boss Thread Size,9/16-18 UNF SAE-6
1%20(556),253032,Hex Width (in),0.562
1%20(557),253033,Hex Width (in),0.687
1%20(558),253076,Type,Flared Tube To Pipe (Straight)
1%20(558),253076,Flare Thread Size,7/16-20 UNF
1%20(558),253076,Pipe Thread Size,1/4 NPT
1%20(559),253078,Type,Air Bleed Valve
1%20(559),253078,Hex Width (in),0.312
1%20(56),500174,Product Specification,"Check Valve Location Inlet, Cracking Pressure = 2"
1%20(56),500174,Hex Width (in),0.625
1%20(560),253174,Type,Flared Tube To Pipe (Straight)
1%20(560),253174,Flare Thread Size,9/16-18 UNF
1%20(560),253174,Pipe Thread Size,1/4 NPTF
1%20(561),253175,Type,90 Degree Flared Tube To Pipe
1%20(561),253175,Flare Thread Size,7/16-20 UNF
1%20(561),253175,Pipe Thread Size,1/8 NPTF
1%20(562),253288,Type,BSPP To Female ORB
1%20(562),253288,O-Ring Boss Thread Size,7/16-20 UNF SAE-4
1%20(562),253288,Pipe Thread Size,1/4 BSPP
1%20(563),253301,Product Specification,Fitting Style = 37 Degree Flare
1%20(563),253301,Tube Size (in),0.25
1%20(564),351816,Type,Male To Female ORB
1%20(564),351816,Female Thread Size,7/16-20 UNF SAE-4
1%20(564),351816,Male Thread Size,5/16-24 UNC SAE-2
1%20(57),500175,Type,Remote_Mounted_Control_Valve
1%20(58),15066,Port Thread Size,1/4 NPTF
1%20(58),15066,Actuation Type,Manual
1%20(58),15066,Max Operating Pressure (psi),5000
1%20(59),15068,Port Thread Size,1/4 NPTF
1%20(59),15068,Actuation Type,Manual
1%20(59),15068,Max Operating Pressure (psi),5000
1%20(6),500177,Max Operating Pressure (psi),5000
1%20(60),100915,Product Specification,"Replacable, cartridge design valve, filters in all three ports protect the check valve and downstream components."
1%20(60),100915,Max Operating Pressure (psi),5000
1%20(61),100984,Port Thread Size,1/4 NPTF
1%20(61),100984,Actuation Type,Manual
1%20(61),100984,Max Operating Pressure (psi),5000
1%20(62),100985,Port Thread Size,7/16-20 UNF SAE-4
1%20(62),100985,Actuation Type,Manual
1%20(62),100985,Max Operating Pressure (psi),5000
1%20(63),253605,Port Thread Size,1/4 NPTF
1%20(63),253605,Actuation Type,Manual
1%20(63),253605,Max Operating Pressure (psi),5000
1%20(64),100991,Product Specification,"Dump Valve, Input Pressure Max 1560, Input Pressure Min 300"
1%20(64),100991,Max Flow Rate (cu in/min),610
1%20(64),100991,Pressure Ratio,3.2 : 1
1%20(64),100991,Type,Hydraulic_Intensifier_AC
1%20(64),100991,Max Operating Pressure (psi),5000
1%20(64),100991,Max Outlet Flow Rate (cu in/min),150
1%20(65),100992,Product Specification,"Dump Valve, Input Pressure Max 1250, Input Pressure Min 300"
1%20(65),100992,Max Flow Rate (cu in/min),580
1%20(65),100992,Pressure Ratio,4.0 : 1
1%20(65),100992,Type,Hydraulic_Intensifier_AC
1%20(65),100992,Max Operating Pressure (psi),5000
1%20(65),100992,Max Outlet Flow Rate (cu in/min),120
1%20(66),100993,Product Specification,"No Dump Valve, Input Pressure Max 1000, Input Pressure Min 300"
1%20(66),100993,Max Flow Rate (cu in/min),550
1%20(66),100993,Pressure Ratio,5.0 : 1
1%20(66),100993,Type,Hydraulic_Intensifier_AC
1%20(66),100993,Max Operating Pressure (psi),5000
1%20(66),100993,Max Outlet Flow Rate (cu in/min),95
1%20(67),100994,Product Specification,"No Dump Valve, Input Pressure Max 1560, Input Pressure Min 300"
1%20(67),100994,Max Flow Rate (cu in/min),610
1%20(67),100994,Pressure Ratio,3.2 : 1
1%20(67),100994,Type,Hydraulic_Intensifier_AC
1%20(67),100994,Max Operating Pressure (psi),5000
1%20(67),100994,Max Outlet Flow Rate (cu in/min),150
1%20(68),100995,Product Specification,"No Dump Valve, Input Pressure Max 1250, Input Pressure Min 300"
1%20(68),100995,Max Flow Rate (cu in/min),580
1%20(68),100995,Pressure Ratio,4.0 : 1
1%20(68),100995,Type,Hydraulic_Intensifier_AC
1%20(68),100995,Max Operating Pressure (psi),5000
1%20(68),100995,Max Outlet Flow Rate (cu in/min),120
1%20(69),100996,Product Specification,"No Dump Valve, Input Pressure Max 1000, Input Pressure Min 300"
1%20(69),100996,Max Flow Rate (cu in/min),550
1%20(69),100996,Pressure Ratio,5.0 : 1
1%20(69),100996,Type,Hydraulic_Intensifier_AC
1%20(69),100996,Max Operating Pressure (psi),5000
1%20(69),100996,Max Outlet Flow Rate (cu in/min),95
1%20(7),100179,Input Voltage (vac),115
1%20(7),100179,Type,Palletized_System
1%20(7),100179,Power Dissipation (hp),0.5
1%20(7),100179,Max Operating Pressure (psi),5000
1%20(7),100179,Rated Speed (rpm),3450
1%20(70),100997,Type,Hydraulic_Intensifier_Block
1%20(70),100997,Max Operating Pressure (psi),5000
1%20(71),100155,Input Voltage (vac),460
1%20(71),100155,Power Dissipation (hp),1
1%20(71),100155,Rated Speed (rpm),1725
1%20(72),100178,Input Voltage (vac),115
1%20(72),100178,Power Dissipation (hp),0.5
1%20(72),100178,Rated Speed (rpm),3450
1%20(73),100211,Input Voltage (vac),115
1%20(73),100211,Power Dissipation (hp),2
1%20(73),100211,Rated Speed (rpm),1725
1%20(74),100213,Input Voltage (vac),460
1%20(74),100213,Power Dissipation (hp),2
1%20(74),100213,Rated Speed (rpm),1725
1%20(75),100220,Input Voltage (vac),115
1%20(75),100220,Power Dissipation (hp),1.5
1%20(75),100220,Rated Speed (rpm),12000
1%20(76),100186,Input Voltage (vac),115
1%20(76),100186,Power Dissipation (hp),1
1%20(76),100186,Rated Speed (rpm),1725
1%20(77),100155-230,Input Voltage (vac),230
1%20(77),100155-230,Power Dissipation (hp),1
1%20(77),100155-230,Rated Speed (rpm),1725
1%20(78),100178-230,Input Voltage (vac),230
1%20(78),100178-230,Power Dissipation (hp),0.5
1%20(78),100178-230,Rated Speed (rpm),3450
1%20(79),100186-230,Input Voltage (vac),230
1%20(79),100186-230,Power Dissipation (hp),1
1%20(79),100186-230,Rated Speed (rpm),1725
1%20(8),100212,Product Specification,"2 hp, 1,725 rpm, 115/230 vac, 27/14 amps max, 50/60 hz, Single Phase"
1%20(8),100212,Min Operating Pressure (psi),1000
1%20(8),100212,Max Operating Pressure (psi),5000
1%20(80),100211-230,Input Voltage (vac),230
1%20(80),100211-230,Power Dissipation (hp),2
1%20(80),100211-230,Rated Speed (rpm),1725
1%20(81),100213-230,Input Voltage (vac),230
1%20(81),100213-230,Power Dissipation (hp),2
1%20(81),100213-230,Rated Speed (rpm),1725
1%20(82),100220-230,Input Voltage (vac),230
1%20(82),100220-230,Power Dissipation (hp),1.5
1%20(82),100220-230,Rated Speed (rpm),12000
1%20(83),58219,Product Specification,NPT Thread
1%20(83),58219,Min Operating Pressure (psi),1050
1%20(83),58219,Max Operating Pressure (psi),4475
1%20(84),100174,Product Specification,NPTF Thread Piston Diameter 0.5 in
1%20(84),100174,Min Operating Pressure (psi),925
1%20(84),100174,Max Operating Pressure (psi),3325
1%20(85),100190,Product Specification,NPTF Thread Piston Diameter 0.437 in
1%20(85),100190,Min Operating Pressure (psi),1050
1%20(85),100190,Max Operating Pressure (psi),4475
1%20(86),100191,Product Specification,NPTF Thread Piston Diameter 0.75 in
1%20(86),100191,Min Operating Pressure (psi),400
1%20(86),100191,Max Operating Pressure (psi),1500
1%20(87),100200,Product Specification,NPTF Thread Piston Diameter 0.75 / 0.437 in
1%20(87),100200,Min Operating Pressure (psi),1500
1%20(87),100200,Max Operating Pressure (psi),4475
1%20(88),100280,Product Specification,NPT Thread
1%20(88),100280,Min Operating Pressure (psi),1050
1%20(88),100280,Max Operating Pressure (psi),4475
1%20(89),100918,Product Specification,NPT Thread
1%20(89),100918,Min Operating Pressure (psi),925
1%20(89),100918,Max Operating Pressure (psi),3325
1%20(9),100221,Product Specification,"2 hp, 1,725 rpm, 230/460 vac, 6.6/3.3 amps max, 50/60 hz, Three Phase"
1%20(9),100221,Min Operating Pressure (psi),1000
1%20(9),100221,Max Operating Pressure (psi),5000
1%20(90),100920,Product Specification,NPTF Thread
1%20(90),100920,Min Operating Pressure (psi),1500
1%20(90),100920,Max Operating Pressure (psi),5000
1%20(91),100921,Product Specification,NPT Thread
1%20(91),100921,Min Operating Pressure (psi),1500
1%20(91),100921,Max Operating Pressure (psi),5000
1%20(92),100922,Product Specification,NPTF Thread
1%20(92),100922,Min Operating Pressure (psi),1050
1%20(92),100922,Max Operating Pressure (psi),5000
1%20(93),100987,Product Specification,NPT Thread
1%20(93),100987,Min Operating Pressure (psi),925
1%20(93),100987,Max Operating Pressure (psi),3325
1%20(94),100114,Mounting Thread Size,1-7/8 - 16UN
1%20(95),100127,Mounting Thread Size,1-1/4 - 12UN
1%20(96),100839,Clamping Force (lbs),11180
1%20(97),100841,Clamp Body Style,Threaded
1%20(97),100841,Clamping Force (lbs),2400
1%20(97),100841,Clamp Port Size,1/8 NPTF
1%20(97),100841,Action Type,Double Acting
1%20(97),100841,Direction Of Rotation,Left
1%20(97),100841,Mounting Thread Size,1-7/8 - 16UN
1%20(98),100842,Clamp Body Style,Threaded
1%20(98),100842,Clamping Force (lbs),2400
1%20(98),100842,Clamp Port Size,1/8 NPTF
1%20(98),100842,Action Type,Double Acting
1%20(98),100842,Direction Of Rotation,Right
1%20(98),100842,Mounting Thread Size,1-7/8 - 16UN
1%20(99),100848,Clamp Body Style,Threaded
1%20(99),100848,Clamping Force (lbs),2400
1%20(99),100848,Clamp Port Size,1/8 NPTF
1%20(99),100848,Action Type,Double Acting
1%20(99),100848,Direction Of Rotation,Left
1%20(99),100848,Mounting Thread Size,1-7/8 - 16UN
1,100138,Product Specification,Capacity 2.0 cu in
1,100138,Type,Mounting Type Conventional
1,100138,Max Operating Pressure (psi),5000
1,100138,Body Diameter (in),2.5
